gene;Arabidopsis_G18_wt22;Arabidopsis_G18_wt29;Arabidopsis_G17_mut22;Arabidopsis_Ruben_mut29
AT4G24420;0,367956399;0;0;0,615756021
AT4G24430;0,296143347;0,522533331;2,353238001;0,991161179
AT4G24440;10,23597144;11,38626402;6,679923886;9,309439847
AT4G24450;1,599795827;4,170011547;0,513633367;4,380832889
AT4G24460;5,865889243;5,175065856;4,844974834;7,283033511
AT4G24470;4,278695822;6,556223863;10,93558107;9,609710402
AT4G24480;2,030744127;3,427378504;3,118234154;2,437943416
AT4G24490;7,212248264;7,404060769;8,799194823;9,984623254
AT4G24500;3,707630476;5,269919222;3,091677765;5,170440024
AT4G24510;16,66785878;29,06378623;28,91337046;29,69762871
AT4G24520;17,07690166;26,99282342;18,95162801;29,66880715
AT4G24530;3,319273349;3,69228489;2,803233191;4,105597892
AT4G24540;0,278054312;0,735923907;0,736499153;0,930619048
AT4G24550;15,33328042;16,94822988;17,73952717;18,13857851
AT4G24560;5,173719651;7,332991048;10,03458043;7,593450152
AT4G24565;0;0;0;0
AT4G24570;2,407936334;0,944157623;6,141821655;2,910235637
AT4G24580;1,214676905;0,625114525;0,893718795;0,677566346
AT4G24590;3,316969897;5,657574627;4,100066765;4,995699962
AT4G24600;0;0,728297752;0;0
AT4G24610;3,336280096;6,512983952;6,455401134;6,711589745
AT4G24615;0;0;0;0
AT4G24620;33,89609998;34,29486173;39,30959306;36,46502479
AT4G24630;3,198942748;5,017252557;2,824410585;6,691581748
AT4G24640;0;0;0;0
AT4G24644;0;0;0;0
AT4G24650;0;0;0;0
AT4G24660;4,967267989;4,601388604;3,727845286;7,689031346
AT4G24670;3,771008775;5,128968686;4,161873914;4,075588301
AT4G24680;11,86803062;14,63595563;15,09808517;13,93440834
AT4G24690;23,53467963;34,02255598;36,0036332;38,79915838
AT4G24700;8,557103671;8,268321539;5,036825412;7,159935424
AT4G24710;1,527077835;0,748463611;1,198477856;1,561685798
AT4G24715;0;0;0;0
AT4G24730;2,179821304;4,895175438;2,099572213;2,818768702
AT4G24740;12,76132325;13,17236006;12,61929507;21,248638
AT4G24750;19,52205037;20,55641995;16,86573358;24,94095832
AT4G24760;5,507066152;7,036450034;3,856306056;7,467968289
AT4G24770;177,2319787;181,6362001;183,886222;187,6345234
AT4G24780;31,43324875;38,54964871;32,6327007;43,06420729
AT4G24790;3,236853469;3,807534072;4,286824079;2,633121474
AT4G24800;13,61374773;12,0104622;12,31301745;12,31704533
AT4G24805;5,295263055;7,14486436;4,950311025;12,51013993
AT4G24810;3,421931287;5,07180548;2,900439965;4,810197166
AT4G24820;34,35683883;35,97307665;25,33417467;39,01405346
AT4G24830;28,23906178;30,36776301;35,11251024;38,16880101
AT4G24840;5,994867061;10,88283421;6,718023392;9,260400251
AT4G24860;0,089937974;0,158692031;0,158816075;0,150506552
AT4G24880;2,326857747;3,307328615;2,396834162;3,136733614
AT4G24890;0;0;0;0
AT4G24900;3,280826167;4,703472484;3,801928062;5,833436387
AT4G24910;0;0;0;0
AT4G24920;22,38760479;19,09265817;19,43702332;24,03972073
AT4G24930;42,00389547;26,83446172;46,2936586;27,38938761
AT4G24940;4,242384872;7,693453029;8,323747828;9,268676619
AT4G24950;0;0;0;0
AT4G24960;12,6911291;14,82779729;12,71947515;8,609979243
AT4G24970;2,03755039;1,697722859;1,599105799;1,326008171
AT4G24972;8,81170324;9,03459349;9,462197643;8,767850312
AT4G24973;0;0;0;0
AT4G24974;0;0;0;0
AT4G24975;0;0;0;0
AT4G24980;0;0;0;0
AT4G24990;7,992899034;9,872209997;15,05512651;10,70056283
AT4G25000;0;0;0;0,333069778
AT4G25010;0;0;0,220660923;0,418231149
AT4G25020;0,969720759;0,342206856;2,568557607;1,622777585
AT4G25030;18,69631519;34,4232162;25,47873729;39,27918655
AT4G25040;0;0;0;0
AT4G25050;149,0827915;161,1436808;175,3367752;154,2600781
AT4G25070;1,559071562;0,317413924;1,800084871;1,404859993
AT4G25080;98,52717209;102,9008839;111,3568781;104,2677419
AT4G25090;1,483079581;1,588793168;0,654720325;2,127306042
AT4G25100;257,121231;641,2427326;225,0299744;619,2586774
AT4G25110;0;0,308079926;0;0,730472212
AT4G25120;2,205779094;2,02085175;1,722811917;3,336328751
AT4G25130;56,28108161;74,47932233;65,52483117;54,24783891
AT4G25140;0;0;0;0,294285162
AT4G25150;1,2735821;1,348311426;1,574259581;1,918146455
AT4G25160;0,206179386;0,181897724;0,546119722;0,172515275
AT4G25170;11,4790614;14,06552363;12,95039672;15,11867936
AT4G25180;4,570282348;2,464025702;7,846210104;4,461409961
AT4G25190;0,835256203;0,184222105;0,36873221;0,174719762
AT4G25200;0;2,150079788;0;3,058765092
AT4G25210;12,70630246;18,74152882;18,23030428;22,92453913
AT4G25220;0,164932837;0,436526292;0,145622503;0,13800329
AT4G25225;5,944967192;1,573449248;2,099572213;0,994859542
AT4G25230;9,271430649;7,692660773;9,160447385;9,604684846
AT4G25240;5,246407789;3,775914602;4,266461733;7,046778072
AT4G25250;3,509363893;1,548033768;1,549243814;4,991828274
AT4G25260;2,505768609;6,447773677;8,849573051;8,037109064
AT4G25270;0,644063146;1,704636275;2,416789036;1,616709594
AT4G25280;7,316593035;6,67750433;10,02408586;6,755277459
AT4G25290;11,98135678;14,25211317;12,00490508;14,30546657
AT4G25300;2,320832057;2,866512056;3,483485435;2,718654771
AT4G25310;0,81873135;0,433385815;0;1,23309415
AT4G25315;2,705010539;4,056952334;1,671815565;2,716017221
AT4G25320;4,266875221;3,613792381;3,918001924;3,71300551
AT4G25330;0;0;0;0
AT4G25340;17,04011986;22,70030095;21,96579186;23,52550211
AT4G25350;0,902372365;0;0,49795164;0
AT4G25360;3,745562264;4,773092886;7,103994446;5,339411594
AT4G25370;41,62299867;36,72107507;35,77627462;35,74953752
AT4G25380;0;0;0;0
AT4G25390;1,385983652;2,112034683;3,226151689;2,741076033
AT4G25400;3,133237379;1,382118645;1,9364786;1,835158801
AT4G25410;0,260335165;0,689026795;0;0,435657446
AT4G25420;1,03323684;4,922385974;0,182453098;1,901975311
AT4G25430;0;0;0;0,317596614
AT4G25433;0;0;0;0
AT4G25434;1,041340658;1,071819459;0,153236752;0,871314893
AT4G25435;0;0;0;0
AT4G25440;2,630755348;3,771515088;2,467918216;4,677585214
AT4G25450;12,32062391;9,038954682;13,39727031;11,50263324
AT4G25470;0;0;0;0
AT4G25480;0,229244778;0;0;0
AT4G25490;0;0;0;0
AT4G25500;9,488344659;9,20799679;7,679328641;7,542170899
AT4G25510;0;0;0;0
AT4G25515;0,933675885;2,000456195;2,944146888;1,897270855
AT4G25520;4,781247762;5,096945944;3,254041586;5,834187248
AT4G25530;0;0;0;0
AT4G25540;0,527275634;0,542708364;0,465542212;0,882368529
AT4G25550;20,26260246;25,46758272;17,64518529;24,85069009
AT4G25560;2,382431712;0;0;0
AT4G25570;34,36424173;33,99198855;36,77682047;43,1300872
AT4G25580;0;0;0;0
AT4G25585;0;0;0;0
AT4G25590;0;0;0;0
AT4G25600;3,515447896;4,430621471;3,103859316;3,361668807
AT4G25610;4,003143737;3,413971959;6,244205134;3,796130714
AT4G25620;8,906850123;10,02558891;15,05013836;12,72077753
AT4G25630;30,38181732;20,26111224;45,20070029;22,81903057
AT4G25631;8,851395597;0;0;0
AT4G25635;0;0;0;0
AT4G25640;23,65459168;25,71574716;34,35937861;29,75239906
AT4G25650;16,05796492;13,72411166;11,81491555;15,67543518
AT4G25660;5,242874174;4,968046945;3,086025703;6,174070429
AT4G25670;8,420155018;13,92846898;9,989872084;10,56802077
AT4G25680;6,751064438;6,94866005;9,338351553;11,48585013
AT4G25690;4,211236671;4,422953623;4,426410897;7,215079522
AT4G25700;10,51890382;13,28013852;13,13039242;14,26437199
AT4G25707;0,518974335;0,686782408;0;0,868476734
AT4G25710;5,021408927;10,15217418;5,17241953;11,02902725
AT4G25719;0;0;0;0
AT4G25720;4,415476787;8,223765533;6,497521399;7,79957627
AT4G25730;16,35252557;14,62432126;24,22810396;16,40032074
AT4G25740;38,95723955;38,18806813;46,15548613;57,1134621
AT4G25750;0,474181907;1,255013091;0;1,719290994
AT4G25760;1,374974073;2,729348857;2,731482297;0,862855525
AT4G25770;5,414756935;5,645620165;5,7949058;4,667950641
AT4G25780;2,877793642;3,923719088;0,230987419;8,318267302
AT4G25790;0,35563643;0,627506545;0;0,297569595
AT4G25800;0,281617536;1,614935095;0,745937278;0,942544789
AT4G25810;2,325914171;3,488386751;0,616078854;3,697682326
AT4G25820;3,558808539;1,690601827;5,075769938;6,871710238
AT4G25830;3,077602629;3,132870717;2,926298271;5,744463863
AT4G25835;1,857602305;1,890961428;3,280228516;3,825971045
AT4G25840;4,763082832;4,622350158;9,251926584;10,95981289
AT4G25845;0;0;0;0
AT4G25850;0,727927451;0,642199731;0;0,304537244
AT4G25860;0;0,427563395;0;0,608263933
AT4G25870;6,763060406;6,382850388;8,748562994;8,290823546
AT4G25880;9,158332463;14,22740238;15,46901315;14,32647468
AT4G25885;0;0;0;0
AT4G25890;30,38674983;27,53265832;27,19162467;33,32779465
AT4G25900;12,18759616;11,33875527;15,26059025;13,72048292
AT4G25910;12,53431894;14,98994657;16,23130826;15,14899757
AT4G25920;0;0;0;0
AT4G25930;0;0;0;0,242163812
AT4G25940;1,675636677;0,615957345;1,3561654;2,219905691
AT4G25950;0;1,260640952;0;0
AT4G25960;16,70653022;19,33649799;20,23123143;16,15893074
AT4G25970;10,3502677;13,02735113;7,067074596;13,16368503
AT4G25980;1,304606925;1,150963899;0;3,001889385
AT4G25990;1,608184348;2,736236183;2,129847227;2,018410058
AT4G26000;7,986221591;9,723048787;15,51262878;13,0972386
AT4G26010;3,291041376;2,561873624;5,298677384;4,211531767
AT4G26020;0,640502998;0,565071221;0;0,267962168
AT4G26030;0;0;0;0
AT4G26040;0;0;0;0
AT4G26050;0;0;1,750435205;0
AT4G26055;0;1,886731089;0;0,447352948
AT4G26060;2,226099491;3,647303513;1,684686686;2,128721415
AT4G26070;1,675147297;0,985243922;3,779720538;2,180323015
AT4G26080;10,74432685;15,8415694;10,13613338;11,6993644
AT4G26090;0,721336144;0,79548085;1,43298477;0,905339074
AT4G26095;1,118725248;1,644955719;1,31699322;1,638112786
AT4G26100;6,796224249;10,08390547;12,41017139;12,40705104
AT4G26110;30,23688423;41,58704205;36,96473123;40,60963397
AT4G26120;0,411161602;0;0;0,114676283
AT4G26130;14,3167631;13,17199875;15,16866806;11,46578815
AT4G26140;2,128068396;1,581007704;6,328974096;2,5303352
AT4G26145;4,877299614;8,60580405;0;2,720636298
AT4G26150;2,542942381;2,416035023;4,14501181;2,618758573
AT4G26160;1,670074641;2,946781261;2,94908466;3,353740342
AT4G26170;0,210052895;0;0;0,351512666
AT4G26180;1,441856296;1,635492172;3,273541163;2,24052401
AT4G26190;7,738320363;9,801112091;5,344090274;8,846810603
AT4G26200;0;0,16634493;0,49942487;1,577647084
AT4G26210;12,0962673;7,317733596;5,797734116;12,72384351
AT4G26220;4,664596399;2,314827439;2,316636861;2,439362829
AT4G26225;0;0;0;0
AT4G26230;73,88991107;91,48532843;71,16968894;91,6843679
AT4G26240;2,487511643;4,828028502;4,392547644;2,913905543
AT4G26250;0;0;0;0
AT4G26255;0;0,926269958;0;0,219623029
AT4G26260;0;0;0;0
AT4G26270;0,291937922;2,189230348;0;2,442715137
AT4G26280;0;0;0;0
AT4G26288;1,777686145;1,176246579;0,39238867;1,115574716
AT4G26290;0;0;0;0
AT4G26300;20,34228191;20,95775074;24,71090347;27,18771252
AT4G26310;4,047520388;5,031646017;2,111694455;5,233926181
AT4G26320;4,885608472;3,352402941;6,710046801;4,542118522
AT4G26330;0;0;0;0,221907913
AT4G26340;0;0;0;0
AT4G26350;0;0;0;0
AT4G26365;8,276629649;0;105,9602288;0
AT4G26370;7,210187739;4,770785149;9,372194758;10,55764205
AT4G26375;0;0;0;0
AT4G26380;0;0;0;0,087445837
AT4G26385;0;0;0;0
AT4G26390;0;0;0;0
AT4G26400;4,359878378;6,354950284;4,518888916;6,027156201
AT4G26410;10,78429504;16,98970179;14,96262422;21,26963204
AT4G26415;1,278692783;0,225620331;0,451593381;0,21398263
AT4G26420;0;0;0;0
AT4G26430;4,077006457;3,407550695;5,494234088;4,309048197
AT4G26440;0;0;0;0
AT4G26450;8,229280509;11,94703537;9,749043386;11,24363651
AT4G26455;4,312328062;7,201312427;11,01438222;7,731919494
AT4G26460;0;0;0;0
AT4G26466;0;0;0;0
AT4G26470;1,377053766;0,971902964;0,486331334;1,84354266
AT4G26480;10,73747097;12,67700042;13,38399254;18,3649691
AT4G26483;0;0;0;0
AT4G26485;0;0;0;0
AT4G26488;0,214868673;0,758254706;0;0,539357432
AT4G26490;0,618138199;0,818010472;0,818649883;1,034422336
AT4G26500;6,945153161;11,3791327;8,760021067;9,270211694
AT4G26510;3,740575102;5,36257978;4,403504843;5,216382631
AT4G26520;7,091861722;10,52255791;7,969241219;11,86786416
AT4G26530;49,38862758;28,45528099;32,92713657;28,31281245
AT4G26540;11,88930512;9,447634931;8,412734177;12,98187714
AT4G26542;0,23065526;1,526183129;0,407300292;1,736953467
AT4G26550;0,676061333;3,578651189;3,382479139;3,959737979
AT4G26555;12,73260691;16,55403177;10,94603474;11,77511988
AT4G26560;0;0;0;0
AT4G26570;11,33986624;10,8047248;12,61536557;12,52460895
AT4G26580;0,18944723;0,334272214;1,83993427;0,475545227
AT4G26582;1,132475314;1,123992177;0,499942562;0,829123279
AT4G26590;0;0;0;0
AT4G26600;6,031593856;6,425667024;5,727333059;7,998670717
AT4G26610;8,280470312;7,174831219;3,916603386;10,14525907
AT4G26620;4,004304629;6,793690969;4,759300957;6,700996895
AT4G26630;23,39319097;26,42459124;22,10204904;25,33598386
AT4G26640;7,219419533;9,114532571;10,66024986;9,373442246
AT4G26650;13,45882913;11,2141334;12,98335387;17,204806
AT4G26660;4,713080772;5,070759962;4,059778883;6,540519585
AT4G26670;2,159527239;4,445468056;2,965961952;7,026944656
AT4G26675;0;0;0;0
AT4G26680;1,494451367;0,439483479;0,733045015;0,555752699
AT4G26690;21,38517081;19,95320883;22,34133693;23,32711418
AT4G26700;10,76834028;7,967873808;9,507583184;9,010130531
AT4G26701;0;0;0;0
AT4G26710;24,28608936;46,91539081;18,48506416;46,94795778
AT4G26720;6,535399608;9,26010902;6,119946352;10,60523981
AT4G26730;0;0;0;0
AT4G26740;0;0;0;0
AT4G26750;5,271787083;6,028984455;8,10239326;4,73777473
AT4G26760;7,775469064;8,130080284;5,593799263;8,795043867
AT4G26770;0,173746042;0,153284042;0;0,290755024
AT4G26780;4,872975767;15,70101484;8,979021593;13,11838726
AT4G26790;3,610229331;5,196667204;1,845420061;4,292667648
AT4G26795;0,187111122;1,320600974;1,817245709;0,782801988
AT4G26800;0,587644521;1,296094663;0,259421555;1,35216502
AT4G26810;1,327709339;2,342691103;0;4,814014783
AT4G26820;0,431191125;0;0;0
AT4G26830;0;1,202022158;0;0,285005192
AT4G26840;25,38592887;32,09013258;22,07921124;27,89865331
AT4G26850;67,40678185;191,6630248;83,60411955;178,3586373
AT4G26860;20,5222958;25,6900852;24,73073136;18,79583197
AT4G26870;18,81208054;27,36981423;22,14608329;25,95805446
AT4G26880;0;0;0;0
AT4G26890;0;0,179173316;0;0,169931394
AT4G26900;13,043275;14,18326074;17,54207074;16,11662987
AT4G26910;11,25972585;15,75196642;13,2079096;14,80487597
AT4G26920;0;0;0;0
AT4G26930;0;0;0;0
AT4G26940;9,707982267;10,83179757;10,33606608;14,09562641
AT4G26950;0;3,04740306;0;3,853620339
AT4G26960;4,407333907;0,777656798;2,334793997;3,687722783
AT4G26965;2,154862157;1,663449304;1,902570932;2,704537859
AT4G26970;38,38352263;44,0811567;48,51027226;49,97667495
AT4G26980;1,85937413;4,716139638;0,41041966;2,333674899
AT4G26990;0,687116424;2,57632876;0,455001633;2,73090285
AT4G27000;38,12294085;42,99340556;45,72612351;43,63458442
AT4G27010;3,263309579;3,440745269;4,743507099;5,893862524
AT4G27020;7,483956611;7,336193432;2,349416924;5,705384471
AT4G27030;20,53354778;30,4158463;22,38207451;27,15008888
AT4G27040;6,527286138;7,329089483;5,064517456;9,268064559
AT4G27050;3,761734282;4,286675308;4,566801932;5,114742711
AT4G27060;5,820095735;7,151855421;4,771630523;8,609136779
AT4G27070;4,308240621;8,868675381;3,803831882;7,343129518
AT4G27080;8,441065999;13,31861065;14,76224946;16,29887054
AT4G27090;238,2185254;221,0207882;246,0293199;287,2166358
AT4G27100;1,5766959;1,66921088;1,809725282;3,562000814
AT4G27110;0;0;0;0
AT4G27120;6,291820055;7,69954528;8,243161225;6,623103141
AT4G27130;9,008959707;23,25519545;7,954190856;23,73078572
AT4G27140;0;0;0;0
AT4G27150;0;0;0;0
AT4G27160;0,415450119;0;0;0
AT4G27170;0;0;0;0
AT4G27180;7,208246037;11,10359876;7,778594649;14,45600572
AT4G27190;0;0;0;0,086960978
AT4G27220;0,10026754;0;0;0
AT4G27230;24,82460374;20,82392091;28,74510106;29,62470636
AT4G27240;2,216269067;3,258766603;1,087104624;2,266496081
AT4G27250;0,445976545;0,590181104;0,393761619;0,746318705
AT4G27260;10,01704243;18,51064338;14,70057316;20,84049011
AT4G27270;1,674588356;1,055266262;0,211218226;1,601335479
AT4G27280;3,434869933;5,594486215;0,233285801;3,537278371
AT4G27290;0,118501391;0,104545531;1,360154256;0,297458933
AT4G27300;4,263558503;9,403602387;6,273968576;9,683003735
AT4G27310;20,79612102;21,50343833;21,91511376;15,15537609
AT4G27320;11,8743538;12,20271533;9,792845008;14,63038324
AT4G27330;0;0;0;0
AT4G27340;7,061900422;5,467338801;7,507561248;7,717698264
AT4G27350;2,770871665;3,463108586;0,203871505;5,7961382
AT4G27360;0;0,529421718;0;2,008454668
AT4G27370;1,843846742;2,809750507;2,367955195;3,646597206
AT4G27380;13,17417019;13,80190107;9,814279416;8,267359914
AT4G27390;4,34918437;4,092781544;8,447960262;6,307717277
AT4G27395;0;0;0;0
AT4G27400;0,733653664;0,215750524;0,863676674;0,204621917
AT4G27410;1,607540456;0,472740357;3,469472469;1,046163958
AT4G27415;0;0;0;0
AT4G27420;0;0;0;0
AT4G27430;19,44559203;24,26874559;17,94658792;21,65633435
AT4G27435;2,207738394;3,029808354;2,59900856;4,92604817
AT4G27440;62,87356628;43,44783254;47,95027903;37,4606855
AT4G27450;3,974361046;2,887542958;4,541114369;4,30351567
AT4G27460;0;0;0;0,172125473
AT4G27470;2,436577887;1,433082068;7,171011298;1,812216532
AT4G27480;0;0,308417918;0;0,292509443
AT4G27490;5,926256279;4,625055396;4,226177545;2,479320918
AT4G27500;34,63304395;42,47514045;41,23424984;44,45535392
AT4G27510;0,788412969;0,347780947;0;0,219894728
AT4G27520;72,57760381;55,18790754;94,44203732;65,49887626
AT4G27530;0;0;0,527847423;0
AT4G27540;4,580776158;4,799043768;3,286122907;5,509716277
AT4G27550;0;0;0;0
AT4G27560;4,771800621;3,430229901;5,461449629;5,47145159
AT4G27565;0;0;0;0
AT4G27570;0;0,339930994;0;0,644794092
AT4G27580;0;0,723611151;0;0,686286634
AT4G27585;7,961401524;22,27055527;15,60157439;19,17211344
AT4G27590;0;0,271879045;0;0
AT4G27595;3,42426253;4,388983331;3,479704637;4,162595601
AT4G27600;22,51999303;30,54508784;25,83483232;32,94324318
AT4G27610;3,555188645;2,904162524;1,743859566;3,415410361
AT4G27620;2,311636796;3,921915908;3,13998523;2,380556761
AT4G27630;1,498825219;2,115694693;3,308356968;3,636899511
AT4G27640;12,90401804;18,89641749;21,46884887;22,25525461
AT4G27650;6,110608128;6,976542031;3,332315966;8,721994765
AT4G27652;0,933090019;0,411600194;0;5,465172769
AT4G27654;0;0;0;0
AT4G27657;1,342627422;1,184506737;0;1,123408809
AT4G27660;0,371820585;0;0,328287837;1,555556343
AT4G27670;0;0,859703157;0;0,271786297
AT4G27680;5,247505396;7,822273528;5,591705668;9,841256797
AT4G27690;2,751297218;4,413232846;2,429175387;7,534069749
AT4G27700;87,62151461;57,46142429;88,19357965;55,23066245
AT4G27710;11,43555668;13,49717279;10,50600684;12,41306804
AT4G27720;11,84805203;9,902569044;24,22520112;12,13105637
AT4G27730;1,461139816;2,470702118;2,902656579;3,565832061
AT4G27740;2,443636821;4,311701416;3,020550209;3,271439966
AT4G27745;2,526742003;1,73379782;1,735153071;3,288733922
AT4G27750;3,652956913;5,949691689;3,969561574;5,642801211
AT4G27760;12,29958044;5,626477559;10,65844307;11,4348402
AT4G27765;1,677106534;0;0;0
AT4G27780;3,718891025;4,316998346;0,86407456;3,603004827
AT4G27790;0;0;0;0
AT4G27800;16,80342109;24,40617097;16,82628227;17,48905494
AT4G27810;0,288110526;0;0,763135651;0,482138078
AT4G27820;5,854466379;5,164988258;11,07648333;6,578084404
AT4G27830;8,53682987;8,45366937;10,76762568;10,35002043
AT4G27840;3,209155276;4,829718624;5,333510457;3,632887569
AT4G27845;0;0;0;0
AT4G27850;0;0;0;0,153850177
AT4G27852;0;1,239987729;0,531838708;1,176028041
AT4G27860;17,02599171;21,36586082;15,55095403;25,54465698
AT4G27870;10,29379818;11,20051884;14,03683849;13,7809115
AT4G27875;0;0;0;0
AT4G27880;3,646347328;3,931789263;4,113720001;3,050986923
AT4G27885;0;0;0;0
AT4G27890;0;0;0;0
AT4G27900;2,29244778;8,898855411;6,476953706;9,78254692
AT4G27910;2,949064883;3,935987899;2,670552222;5,694355043
AT4G27920;0;0;0;0
AT4G27940;3,828090359;4,593070494;3,2447017;5,893622505
AT4G27950;1,754440421;1,934775859;0,968144104;4,220450252
AT4G27960;26,7626184;22,06616423;23,40841736;24,06716725
AT4G27970;0,793056848;0,699658866;0;1,327139658
AT4G27980;0,295183179;0,260419576;0;0,493973798
AT4G27990;8,364231571;14,52032081;11,19653328;13,31982987
AT4G28000;0;0;0;0
AT4G28005;0;0;0;0
AT4G28010;1,197114978;1,344167026;0,768695838;1,54801232
AT4G28020;0,829278442;0,914518322;0,91523317;3,122447905
AT4G28025;36,03583883;21,48897807;30,04916546;27,91857144
AT4G28030;24,62997036;41,28568668;37,78418555;26,53343265
AT4G28040;2,592273554;2,111060818;5,105718161;1,334780261
AT4G28050;5,530293447;7,666989063;4,882806784;12,11919806
AT4G28060;19,38745619;31,57699084;23,70125513;26,20469346
AT4G28068;0;0;0;0
AT4G28070;1,530133212;2,362377582;1,013238931;4,64108545
AT4G28080;140,448728;132,8114411;171,4648344;138,3863662
AT4G28085;0,362927382;1,280742288;0;1,214680443
AT4G28088;0;0;0;0
AT4G28090;0;0;0;0
AT4G28100;6,402884959;9,602993669;9,798941181;9,28624419
AT4G28110;0,693723312;0,204007933;2,041673996;0,19348502
AT4G28130;0;0;0;0
AT4G28140;0;0,197140906;0;0,1869722
AT4G28150;0,171871759;1,213043937;0;0,719046271
AT4G28160;0,465182834;0,410398441;0;1,556918874
AT4G28162;0;1,785852402;0;0,84686826
AT4G28170;0;0,812494024;0;0
AT4G28180;1,037948669;1,220946503;5,49855394;2,026445712
AT4G28190;2,001392275;2,522413031;3,155480895;2,392304686
AT4G28200;8,457326614;12,99712187;7,708018537;10,72881061
AT4G28210;4,660781053;10,60432924;6,064353306;8,825836305
AT4G28220;5,55180094;4,693885621;8,680264069;6,967989009
AT4G28230;2,502488807;4,967486369;2,945996614;3,664312501
AT4G28240;5,343220513;6,42811583;8,577520628;8,941603443
AT4G28250;29,5343049;69,22122454;28,58981973;44,95809709
AT4G28260;6,446681186;9,053504839;7,318162108;7,815932024
AT4G28270;3,423514991;9,060987074;2,557660696;9,034311278
AT4G28280;0,177719042;0;0;0
AT4G28290;0,446914785;2,957113594;0;4,1133884
AT4G28300;6,903168143;11,6931549;9,50811472;9,24167616
AT4G28310;13,9340727;7,764039557;6,151335852;8,284008797
AT4G28320;0,909389959;1,925499536;1,124086037;1,521817107
AT4G28330;0,310878284;0;2,195845281;0
AT4G28340;0;0;0;0
AT4G28350;1,090734323;0,824810559;0,275151762;0,521510723
AT4G28360;13,57593473;13,33300081;19,90205429;15,86017237
AT4G28362;0;0;0;0
AT4G28365;0;0;0;0
AT4G28370;5,786300838;4,629980726;7,128615116;5,967476745
AT4G28380;0;0;0;0
AT4G28390;0,633499486;3,539652561;2,237317508;3,35707408
AT4G28395;0;0;0;0
AT4G28397;0;0;0;0
AT4G28400;8,120044763;6,512500362;7,821109156;10,70607149
AT4G28405;0;0;0;0
AT4G28410;0;0,795030917;0,47739142;1,357240506
AT4G28420;0;0;0;0
AT4G28430;0,57105778;1,511413615;0,504198345;1,114908304
AT4G28440;15,10044665;17,40025887;26,12079009;16,76059306
AT4G28450;7,120675787;9,737218884;13,51702245;13,55454442
AT4G28460;0;0;0;1,195615952
AT4G28470;11,05259432;12,71103999;11,93680604;15,02795572
AT4G28480;8,14374798;11,23754841;16,77731558;11,53150431
AT4G28485;0;0;0;0,44363121
AT4G28490;2,406204628;4,094023286;3,03498033;3,235708219
AT4G28500;0,409576146;0,36134053;0;1,199457905
AT4G28510;9,497771728;16,33948489;16,98118987;17,68210864
AT4G28520;0;0;0;0
AT4G28530;0,200282993;0,176695746;1,237837043;0,33516324
AT4G28540;9,691666331;9,457130903;10,63138225;15,72703305
AT4G28550;1,772965431;1,421967285;2,988465457;1,753207205
AT4G28556;0;0,200802095;0;0
AT4G28560;1,649816339;0,831724652;0,624281087;0,986029428
AT4G28570;4,814462538;5,136469599;3,855363453;6,464140073
AT4G28580;0;0;0;0
AT4G28590;1,819558838;4,615151637;4,41794353;3,235246305
AT4G28600;6,460534654;6,894774337;7,176170299;7,498208869
AT4G28610;19,52026437;10,68362817;24,09684865;12,40103987
AT4G28620;0;0;0;0
AT4G28630;3,308245862;3,969343729;3,388263132;4,0967721
AT4G28640;4,030358785;5,333557609;2,446458057;6,112291193
AT4G28650;1,912994589;1,44660171;2,493317031;2,1341984
AT4G28652;0,929687065;2,973218467;2,052098298;2,139201991
AT4G28660;72,6210348;71,85250666;66,21590152;70,98571811
AT4G28670;0;0;0;0
AT4G28680;2,575992251;2,158987758;2,388114878;2,155394965
AT4G28690;1,675147297;1,642073203;0,164335676;1,557373582
AT4G28700;0,182294188;0,321650952;0,482853564;0,152529953
AT4G28703;0,423737023;0;0;0
AT4G28706;11,26541258;11,53597891;9,413612285;11,61423147
AT4G28710;4,910810888;6,931946703;7,641941321;7,498914304
AT4G28720;1,838720378;1,946610033;3,084541751;4,923205673
AT4G28730;9,635930138;15,82965417;10,85472266;9,174700509
AT4G28740;11,50932175;9,954778056;15,54159262;13,97312637
AT4G28750;726,6828777;803,7640568;734,6759706;702,2732277
AT4G28755;4,503890339;0,993367252;3,976574934;0
AT4G28760;11,18565744;14,18053729;13,6936701;13,68504134
AT4G28770;7,231447647;13,3770063;13,38746265;10,53997605
AT4G28775;0;0;0;0
AT4G28780;14,65243657;10,22781765;17,77050762;12,26004775
AT4G28790;0,399644952;1,175263095;0;1,003177765
AT4G28800;0,197184555;0;0;0
AT4G28811;0;0;0;0
AT4G28815;0;0;0;0
AT4G28820;1,4801272;1,119268476;0,186690562;2,299993792
AT4G28830;2,05580801;5,441089012;0,259302006;3,44028848
AT4G28840;0;0,80705148;0,269227442;0,510282023
AT4G28850;0;0;0;0
AT4G28860;12,0724917;11,0711424;12,20180103;10,10134554
AT4G28870;0;0;0;0
AT4G28880;12,75686657;14,36744117;12,70116002;14,87543816
AT4G28890;2,035512576;1,469283618;0,653525381;2,941826241
AT4G28910;13,9942307;15,75196642;12,49780694;18,30421029
AT4G28915;0;0;0;0
AT4G28920;0;0;0;0
AT4G28930;0,605798938;0,534454244;0;0
AT4G28940;5,945788887;2,525637954;5,05522432;4,606467817
