gene;Arabidopsis_G18_wt22;Arabidopsis_G18_wt29;Arabidopsis_G17_mut22;Arabidopsis_Ruben_mut29
AT2G04840;0;0;0;0
AT2G04842;21,92976903;25,3635881;23,25829093;24,27908163
AT2G04845;3,487714086;3,076967418;2,519486656;3,448846412
AT2G04850;3,247390996;2,864947081;5,375974712;2,03787789
AT2G04852;0,725854764;1,06728524;0,640871701;0,607340221
AT2G04855;0;0;0;0
AT2G04860;0,59588638;1,182845437;0,789180018;1,246481333
AT2G04865;4,348689751;4,89159657;7,199147303;5,27604801
AT2G04870;0;0;0;0
AT2G04875;0;0;0;0
AT2G04880;10,23333285;10,13931525;6,672158338;12,25092847
AT2G04885;0;0;0;0
AT2G04890;1,712252775;3,021202926;1,058247574;2,292293238
AT2G04895;0;0;0;0
AT2G04900;10,3323684;9,480150765;18,61021596;13,48673402
AT2G04905;0;0;0;0
AT2G04910;0;0;0;0
AT2G04915;0;0;0;0
AT2G04920;0;0;0;0
AT2G04925;0;0;0;0
AT2G04930;0;0;0;0
AT2G04935;0;0;0;0
AT2G04940;3,784790442;5,650712207;5,912180504;5,359243361
AT2G04945;0;0;0;0
AT2G04955;32,29563258;104,47136;60,83084899;72,06009655
AT2G04965;3147,283923;5224,561573;3241,933304;3306,11723
AT2G04975;0;0;0;0
AT2G04985;0;0;0;0
AT2G04995;0;0;0;0
AT2G05005;0;0;0;0
AT2G05015;0;0;0;0
AT2G05035;0;0;0;0
AT2G05045;0;0;0;0
AT2G05050;0;0;0;0
AT2G05060;0;0;0;0
AT2G05065;0;0;0;0
AT2G05070;906,5194424;728,0615819;896,3020415;776,9669919
AT2G05075;0;0;0;0
AT2G05085;0;0;0;0
AT2G05095;0;0;0;0
AT2G05100;826,3572145;690,9937603;918,9725889;742,1368747
AT2G05105;0;0;0;0
AT2G05117;0;0;0;0
AT2G05120;4,262879485;4,566736597;9,543874839;4,267486367
AT2G05125;0;0;0;0
AT2G05140;0;0;0;0
AT2G05145;0;0;0;0
AT2G05155;2,072521896;2,285552295;0;4,76885517
AT2G05160;1,650426704;1,14404449;3,434816251;1,578230749
AT2G05170;9,639687825;13,75014625;10,26101365;15,07618644
AT2G05180;0,480256581;0;0,636042223;0,200921143
AT2G05185;0,386711458;0,341168607;3,072917584;0
AT2G05205;1,979194046;1,74610517;0;0,552013162
AT2G05210;2,210140394;6,652439851;1,721803406;5,765395729
AT2G05215;75,54789806;201,856263;98,86300659;244,497894
AT2G05220;78,91338268;77,84490811;60,26671756;98,90380022
AT2G05230;0,328618331;0,386556112;0;0,091654299
AT2G05245;0;0;0;0
AT2G05250;0;0;0,289248811;0
AT2G05255;0;0;0;0
AT2G05260;1,37349242;2,423473554;6,265533746;4,405398144
AT2G05270;0;0;0;0,644015356
AT2G05294;0;0;0;0
AT2G05310;27,50077131;33,75584928;31,67084539;39,76825028
AT2G05315;0;0;0;0
AT2G05320;4,471702973;4,383413705;2,632104043;5,265930132
AT2G05330;0;0;0;0
AT2G05335;0;0;0;0
AT2G05350;0;0,187415288;0;0
AT2G05355;0;0;0;0
AT2G05360;0;0;0;0
AT2G05365;3,831465829;12,39419742;11,27625958;22,44116033
AT2G05370;0;0;0;0,480833827
AT2G05380;90,8432706;70,89723074;190,9551719;78,34955234
AT2G05395;0,790695388;0;0,698120786;1,984781816
AT2G05400;0;0;0;0
AT2G05405;0;0;0;0
AT2G05410;0;0;0;0
AT2G05415;0;0;0;0
AT2G05420;0;0;0;0
AT2G05425;0;0;0;0
AT2G05430;0;0;0;0
AT2G05440;92,40442633;53,3731445;101,3419004;31,20417705
AT2G05445;0;0;0;0
AT2G05455;0;0;0;0
AT2G05465;0;0;0;0
AT2G05485;0;0;0;0
AT2G05495;0;0;0;0
AT2G05505;0;0;0;0,522788936
AT2G05510;4,720744318;0;12,15678232;1,974980424
AT2G05515;0;0;0;0
AT2G05518;0,627264255;1,106783198;0;1,04969432
AT2G05520;37,77039551;63,99976446;41,81763208;42,13787019
AT2G05525;0;0;0;0
AT2G05530;0,499451789;0;0;0
AT2G05535;0;0;0;0
AT2G05540;21,70853227;14,02194675;34,56886902;29,84094509
AT2G05545;0;0;0;0
AT2G05555;0;0,745684171;0;0
AT2G05565;0;0;0;0
AT2G05575;0;0;0;0
AT2G05580;0;0;0;0
AT2G05585;0;0;0;0
AT2G05590;2,60994241;3,55851813;5,446693664;4,764658655
AT2G05600;0;0;0;0
AT2G05605;0;0;0;0
AT2G05615;0;0;0;0
AT2G05620;55,03702134;54,53137482;59,30873076;71,31970937
AT2G05625;0;0;0;0
AT2G05630;2,331587133;4,79965982;0;12,030521
AT2G05632;1,84190891;1,624988048;2,981473451;3,339201006
AT2G05635;0;0;0;0
AT2G05642;0;0;0;0
AT2G05645;0;0;0;0
AT2G05655;0;0;0;0
AT2G05665;0,798622159;0;3,525597451;1,336452918
AT2G05675;0;0;0;0
AT2G05685;0;0;0;0
AT2G05695;0;0;0;0
AT2G05705;0;0;0;0
AT2G05710;54,3072082;81,54468804;60,88877905;85,2379037
AT2G05720;0;0;0;0
AT2G05725;0;0;0;0,815358891
AT2G05752;0;0;0;0
AT2G05753;0;0;0;0
AT2G05755;2,334434003;3,604140158;3,435197516;3,255462237
AT2G05760;1,457982803;2,858392804;3,146689825;3,524240614
AT2G05765;20,42629753;57,66624253;28,85565914;20,50941209
AT2G05785;0;0;0;0
AT2G05786;0;0;0;0
AT2G05790;22,34485644;38,31601448;20,97913292;39,36794312
AT2G05810;3,142776824;6,991908265;4,343197409;4,458950228
AT2G05812;1,906563072;1,457757527;1,571119853;0,957160437
AT2G05815;0;3,514036654;0;0
AT2G05825;1,016968856;0;0;0,283640806
AT2G05830;10,70162942;13,18526782;8,959957853;11,73323633
AT2G05835;0;0;0;0
AT2G05840;12,25577852;15,25323603;15,0719291;23,07308861
AT2G05850;0;0;0;0
AT2G05855;0;0;0;0
AT2G05865;0;0;0;0
AT2G05875;0;0;0;0
AT2G05885;0;0;0;0
AT2G05895;0;0;0;0
AT2G05900;0;0;0;0
AT2G05905;0;0;0;0
AT2G05910;0;0,529421718;2,384259971;1,004227334
AT2G05914;0;0;0;0,751578174
AT2G05915;0;0;0;0
AT2G05920;42,88711914;62,099907;54,42641065;56,25167457
AT2G05925;0;0;0;0
AT2G05940;5,030492219;6,657079798;6,38468827;5,524488901
AT2G05945;0;0;0;0
AT2G05965;0;0;0;0
AT2G05970;0;0;0;0
AT2G05975;0;0;0;0
AT2G05990;46,24959074;42,80129953;52,16839915;61,12728213
AT2G05995;0;0;0;0
AT2G06000;3,171280269;6,043247749;7,055966809;4,988555251
AT2G06002;0;1,199671119;0;0,379263666
AT2G06005;1,725932249;1,71300365;3,428685294;1,44412922
AT2G06010;3,920125994;6,916908704;0,741676652;6,325838001
AT2G06020;0;0;0;0
AT2G06025;8,127890217;6,355822817;11,09060986;10,81945797
AT2G06035;0;0;0;0
AT2G06040;2,646396871;2,865352651;2,973799526;4,026007659
AT2G06050;5,317654864;16,78076554;4,514484541;16,08632964
AT2G06065;0;0;0;0
AT2G06075;0;0;0;0
AT2G06085;0;0;0;0
AT2G06090;0;0;0;0
AT2G06095;0;0;0;0
AT2G06105;0;0;0;0
AT2G06115;0;0;0;0
AT2G06135;0;0;0;0
AT2G06145;0;0;0;0
AT2G06166;0;0;0;0
AT2G06175;0;0;0;0
AT2G06185;0;0;0;0
AT2G06200;0,310272874;1,368660819;0,547892262;2,855740924
AT2G06210;7,529288406;10,51739803;8,151419322;8,849912279
AT2G06215;0;0;0;0
AT2G06225;0;0;0;1,055930128
AT2G06255;1,919579768;2,370916297;0;0,642463511
AT2G06265;0;0;0;0
AT2G06275;0;0;0;0
AT2G06305;0;0;0;0
AT2G06315;0;0;0;0
AT2G06345;0;0;0;0
AT2G06355;0;0;0;0
AT2G06365;0;0;0;0
AT2G06375;0;0;0;0
AT2G06385;0;0;0;0
AT2G06395;0;0;0;0
AT2G06405;0;0;0;0
AT2G06415;0;0;0;0
AT2G06420;0;0;0;0
AT2G06425;0;0;0;0
AT2G06435;0;0;0;0
AT2G06445;0;0;0;0
AT2G06455;0;0;0;0
AT2G06465;0;0;0;0
AT2G06475;0,509840386;0;0;0
AT2G06485;0;0;0;0
AT2G06495;0;0;0;0
AT2G06500;0;0;0;0
AT2G06505;0;0;0;0
AT2G06510;2,373558596;4,188051133;3,405451393;2,110139699
AT2G06515;0;0;0;0
AT2G06520;650,1528571;758,1326366;685,1613723;759,0764468
AT2G06525;0;0;0;0
AT2G06530;11,65491156;12,03249905;17,29655366;13,69422224
AT2G06535;0;0;0;0
AT2G06541;0;0;0;0
AT2G06555;0;0;0;0
AT2G06562;0;0;0;0
AT2G06565;0;0;0;0
AT2G06570;0;0;0;0
AT2G06575;0;0;0;0
AT2G06585;0;0;0;0
AT2G06595;0;0;0;0
AT2G06605;0;1,000437482;0;0,948834011
AT2G06615;0;0;0;0
AT2G06625;0;0;0;0
AT2G06635;0;0;0;0
AT2G06645;0;0;0;0
AT2G06655;0;0;0;0
AT2G06665;0;0;0;0
AT2G06667;0;0;0;0
AT2G06675;0;0;0;0
AT2G06685;0;0;0;0
AT2G06695;0;0;0;0
AT2G06705;0;0;0;0
AT2G06725;0;0;0;0
AT2G06745;0;0;0;0
AT2G06755;0;0;0;0
AT2G06765;0;0;0;0
AT2G06785;0;0;0;0
AT2G06795;3,683817821;3,249976096;0;2,311754542
AT2G06805;0;0;0;0
AT2G06815;0;0;0;0
AT2G06835;0;0;0;0
AT2G06845;0;0;0;0
AT2G06850;68,93081648;130,3652976;117,1653763;116,7336227
AT2G06855;75,23686257;97,61212927;3,907537175;125,905002
AT2G06865;4,277184449;5,660193268;0;0
AT2G06904;0;0;0;0
AT2G06905;0;0;0;0
AT2G06906;0;0;0;0
AT2G06908;0;0;0;0
AT2G06925;0,891745079;5,507072368;0,78733958;4,476867938
AT2G06935;0;0;0;0
AT2G06945;0;0;0;0
AT2G06955;0;0;0;0
AT2G06960;0;0;0;0
AT2G06975;0;0;0;0
AT2G06983;0;0;0;0
AT2G06990;7,97733567;6,907517576;7,369430333;7,354673275
AT2G06995;1,490761364;0,657597502;0;0
AT2G07000;0;0;0;0
AT2G07005;0;0;0;0
AT2G07015;0;0;0;1,587037841
AT2G07020;0;0;0;0
AT2G07025;0;0;0;0
AT2G07035;0;0;0;0
AT2G07040;0;0;0;0
AT2G07042;0,676539791;0,895295963;0;0,849115787
AT2G07045;0;0;0;0
AT2G07050;23,31099098;23,03707546;39,83847634;34,48929707
AT2G07055;0;0;0;0
AT2G07085;0;0;0;0
AT2G07095;0;0;0;0
AT2G07110;0;0;0;0
AT2G07115;0;0;0;0
AT2G07120;0;0;0;0
AT2G07135;0;0;0;0
AT2G07140;0;0,212008245;0;0
AT2G07165;0;0;0;0
AT2G07170;2,083978533;3,764648424;3,942827919;4,317770967
AT2G07175;0;0;0;0
AT2G07180;6,466773039;11,55299722;3,996750352;10,55126528
AT2G07190;0;0;0;0
AT2G07195;0;0;0;0
AT2G07200;0;0;0;0
AT2G07205;0;0;0;0
AT2G07213;0;0;0;0
AT2G07215;0;0;0;0
AT2G07225;0;0;0;0
AT2G07235;0;0;0;0
AT2G07240;0;0;0;0
AT2G07245;0;0;0;0
AT2G07255;0;0;0;0
AT2G07265;0;0;0;0
AT2G07275;0;0;0;0
AT2G07280;0;0;0;0
AT2G07285;0;0;0;0
AT2G07290;0;0;0;0
AT2G07295;0;0;0;0
AT2G07305;0,329865674;1,164070113;2,329960055;0
AT2G07310;0;0;0;0
AT2G07315;0;0;0;0
AT2G07325;0;0;0;0
AT2G07335;0;0;0;0
AT2G07340;11,15275845;8,082284304;12,66042045;10,99817224
AT2G07345;0;0;0;0
AT2G07355;0;0;0;0
AT2G07360;13,7308425;17,82255341;18,18485354;18,42190135
AT2G07375;0;0;0;0
AT2G07385;0;0;0;0
AT2G07405;0;0;0;0
AT2G07415;0;0;0;0
AT2G07425;0;0;0;0
AT2G07435;0;0;0;0
AT2G07440;0;0;0;0
AT2G07445;0;0;0;0
AT2G07475;0;0;0;0,199866834
AT2G07485;0;0;0;0
AT2G07495;0;1,045066663;0;0
AT2G07505;0;0;0;0
AT2G07515;0;0;0;0
AT2G07525;0;0;0;0
AT2G07535;0;0;0;0
AT2G07545;0;0;0;0
AT2G07555;0;0;0;0
AT2G07560;0;0;0;0
AT2G07565;0;0;0;0
AT2G07575;0;1,419812789;0;0
AT2G07585;0,911297163;0,267991356;0;0,254168119
AT2G07595;0;0;0;0
AT2G07599;0,781644092;0,45972679;0;0,872027334
AT2G07605;0;12,35705197;52,558522;11,71966405
AT2G07613;0;0;0;0
AT2G07615;7,325292907;22,61908651;9,701471607;6,129249591
AT2G07617;0;0;0;0
AT2G07621;0,563982728;1,990250848;0,99590328;3,303285842
AT2G07623;0;0;0;0
AT2G07625;0;0;0;0
AT2G07626;0;9,37076441;9,37808922;11,84988254
AT2G07627;0;0;0;0
AT2G07628;0;0;0;0
AT2G07629;135,9198375;262,2155493;75,19069764;461,9881199
AT2G07631;0;0;0;0
AT2G07632;0;0;0;0
AT2G07633;0,638577638;1,31453609;0,939688299;2,493462259
AT2G07634;0;0;0;0
AT2G07636;0;0;0;0
AT2G07637;0;0;0;0
AT2G07638;20,5029646;27,13250821;8,67410397;39,3142886
AT2G07640;0;0;0;0
AT2G07641;0;0;0;0
AT2G07642;7,771957109;0;0;0
AT2G07643;0;2,602990114;0;2,46872553
AT2G07644;0;2,298007621;0;1,452982873
AT2G07645;0;0;0;0
AT2G07646;1,292698748;1,140458143;0;1,081632281
AT2G07648;0,531083736;0,937076441;0;3,554964763
AT2G07652;0;0,359952538;1,080701703;1,024157582
AT2G07654;0;0;0;0
AT2G07655;0;0,416478418;1,250411896;0
AT2G07656;2,340148652;0,344091716;0;0
AT2G07658;8,94171596;17,2116081;13,63650728;21,76509039
AT2G07659;2,68224109;1,419812789;0;1,795436749
AT2G07661;0;0;0;0
AT2G07662;1,160838767;1,536190887;2,049855567;0,971301848
AT2G07665;2,52897017;2,231134383;1,48858559;2,116050454
AT2G07667;0,522377445;10,13885985;2,306087513;9,178802462
AT2G07669;0,831984965;2,936009737;0,36728809;3,132638662
AT2G07671;0,822323204;2,176435605;1,815114043;0,688057696
AT2G07672;0;0,426266766;0;0,20213977
AT2G07673;0;0;0;0
AT2G07674;3,59871936;10,39058066;3,177381358;17,24559395
AT2G07675;0;2,237052512;0;0
AT2G07676;8,95084948;30,79717517;15,01547993;44,18741313
AT2G07678;2,822689147;2,905305895;2,353752708;5,117259809
AT2G07680;3,54130065;4,185306814;4,188578326;5,534831907
AT2G07681;0;0,48827257;0;0,463087029
AT2G07684;0;0;0;0
AT2G07687;72,87086766;118,1449435;60,38849829;115,7948653
AT2G07689;0;0,873052585;0;1,656039486
AT2G07690;8,225539342;11,56884495;7,788760968;10,47338104
AT2G07691;0;0;0;0
AT2G07692;0;0;0;0
AT2G07695;8,398793924;11,70728079;3,26280384;13,07110133
AT2G07696;0;0,238644255;0;0
AT2G07698;113,0020922;142,7487453;150,2337634;166,0657679
AT2G07701;0;0;0;0
AT2G07702;0;0;0;0
AT2G07705;0;0;0;0
AT2G07706;0,25441137;2,020045023;0;3,831698547
AT2G07707;0;0;0;0,560131003
AT2G07708;0;0;0;0
AT2G07713;0;0;0;1,44903455
AT2G07714;0;0;3,343631131;0,905339074
AT2G07715;22,79224155;31,26471005;20,12372629;31,86672382
AT2G07718;0,054958648;0,290917143;0;0,183940916
AT2G07719;0;0;0;0,175524922
AT2G07721;0,748005262;0,98986948;1,981286455;2,190559273
AT2G07722;4,563010618;18,78625801;8,057546824;26,72586874
AT2G07724;0;0;0;0
AT2G07725;3,453163363;7,108466681;5,420208098;9,310112413
AT2G07727;24,47375389;45,87107686;29,67896218;43,17604489
AT2G07728;1,120692526;2,306987721;0;2,187991208
AT2G07732;8,192631378;11,41229766;1,142121826;11,90600513
AT2G07734;0;0;0;0
AT2G07738;0;2,515641452;0;0,596470598
AT2G07739;1,077734751;1,584683948;1,90310717;2,104122323
AT2G07741;0,275410753;1,214878705;1,458994001;1,84354266
AT2G07743;0;0;0;0
AT2G07745;0;3,604140158;0;0
AT2G07746;0;0;0;0
AT2G07748;0;0;0;0
AT2G07749;0;0;0;0
AT2G07750;0;0;0;0
AT2G07751;0;0;0;0
AT2G07752;0;0;0;0
AT2G07753;0;0;0;0
AT2G07754;0;0;0;0
AT2G07755;0;0;0;0
AT2G07756;0;0;0;0
AT2G07757;0;0;0;0
AT2G07758;0;0;0;0
AT2G07759;0;0;0;0
AT2G07760;0;0;0;0
AT2G07761;0;0;0;0
AT2G07762;0;0;0;7,206009655
AT2G07763;9,104292614;48,19250268;24,11508656;22,8533449
AT2G07764;0;3,95947792;0;3,755244468
AT2G07765;77,71957109;113,1348386;17,15504126;172,3290845
AT2G07766;0;3,268871306;0;0
AT2G07768;0;2,428707839;0;2,879291115
AT2G07771;0;0;0;0
AT2G07772;0;0;0;0
AT2G07773;0,54039046;0,317832597;0,954243109;0,301438504
AT2G07774;7,033027401;8,591193178;4,776615901;7,24271259
AT2G07775;1,910945976;8,850946894;4,639834247;10,39307539
AT2G07776;0;0;0;0
AT2G07777;0,444835144;0,130815697;0;0,124068105
AT2G07779;0,439214668;1,743698409;4,847392774;3,123762972
AT2G07785;4,243954381;3,744145602;1,249024091;12,42856715
AT2G07787;6,095069653;4,301804626;3,228875401;6,731857527
AT2G07792;68,89734951;113,9687563;68,43470512;129,7081738
AT2G07793;0;0;0;0
AT2G07794;0;0;0;0
AT2G07795;0,551297996;0,486371855;0;1,383853065
AT2G07798;8,231617387;10,12883441;7,076600295;8,15636035
AT2G07800;0;0;0;0
AT2G07805;0;0;0;0
AT2G07806;2,526106105;6,049077819;1,593106889;10,26631953
AT2G07810;0;0;0;0
AT2G07815;0;0;0;0
AT2G07820;0;0;0;0
AT2G07825;0;0;0;1,395928572
AT2G07827;0;1,579342316;0;2,496464019
AT2G07830;18,28321058;50,69429927;36,89740021;67,74830388
AT2G07835;0;0,870349636;0;0,412728107
AT2G07840;0;0;0;0
AT2G07845;0;0;0;0
AT2G07850;0;0,986396254;0;0
AT2G07855;0;0;0;0
AT2G07860;0;0;0;0
AT2G07865;0;0;0;0
AT2G07870;0;0;0;0
AT2G07875;0;0;0;0
AT2G07885;0;0;0;0
AT2G07890;0;0;0;0
AT2G07895;0;0;0;0
AT2G07900;0;0;0;0
AT2G07905;0;0;0;0
AT2G07910;0;0;0;0
AT2G07915;0;0;0;1,904445409
AT2G07925;0;0;0;0
AT2G07935;0;0;0;0
AT2G07940;0;0;0;0
AT2G07945;0;0;0;0
AT2G07950;0;0;0;0,66990542
AT2G07960;0;0;0;0
AT2G07965;0;0;0;3,029799514
AT2G07970;0;0;0;0
AT2G07975;0;0;0;0
AT2G07981;0;0;0;0
AT2G07985;0;0;0;0
AT2G07990;0;0;0;0
AT2G07995;0;0;0;0
AT2G08000;0;0;0;0,217296135
AT2G08005;0;0;0;0
AT2G08010;0;0;0;0
AT2G08015;0;0;0;0
AT2G08020;0;0;0;0
AT2G08025;0;0;0;0
AT2G08030;0;0;0;0
AT2G08035;0;0;0;0
AT2G08040;0;0;0;0
AT2G08045;0;0;0;0
AT2G08050;0;0;0;0
AT2G08055;0;0;0;0
AT2G08060;0;0;0;0
AT2G08070;0;0;0;0
AT2G08075;0;0;0;0
AT2G08085;0;0;0;0
AT2G08090;0;0;0;0
AT2G08095;0;0;0;0
AT2G08100;0;0;0;0
AT2G08105;0;0;0;0
AT2G08110;0;0;0;0
AT2G08115;0;0;0;0
AT2G08120;0;0;0;0
AT2G08125;0;0;0;0
AT2G08130;0;0;0;0
AT2G08135;0;0;0;0
AT2G08150;0;0;0;0
AT2G08155;0;0;0;0
AT2G08160;0;0;0;0
AT2G08165;0;0;0;0
AT2G08175;0;0;0;0
AT2G08180;0;0;0;0
AT2G08190;0;0;0;0
AT2G08195;0;0;0;0
AT2G08200;0;0;0;0
AT2G08205;0;0;0;0
AT2G08210;0;0;0;0
AT2G08215;0;0;0;0
AT2G08220;0,74364117;0,656062853;1,313151349;0,933333806
AT2G08230;1,25452851;0;0;0
AT2G08235;0;0;0;0
AT2G08240;0;0;0;0
AT2G08245;0;0;0;0
AT2G08250;0;0;0;0
AT2G08255;0;0;0;0
AT2G08260;0;0;0;0
AT2G08265;0;0;0;0
AT2G08270;0;0;0;0
AT2G08275;0;0;0;0
AT2G08280;0;0;0;0
AT2G08285;0;0;0;0
AT2G08290;0;0;0;0
AT2G08295;0,88513956;0;0;0
AT2G08300;0;0;0;0
AT2G08305;0;0;0;0
AT2G08310;0;0;0;0
AT2G08315;0;0;0;0
AT2G08320;0;0;0;0
AT2G08330;0;0;0;3,193082122
AT2G08335;0;0;0;0
AT2G08340;0;0;0;0
AT2G08345;0;0;0;0
AT2G08350;0;0;0;0
AT2G08355;0;0;0;0
AT2G08360;0;0;0;0
AT2G08365;0;0;0;0
AT2G08370;0;0;0;0
AT2G08375;0;0;0;0
AT2G08380;0;0;0;0
AT2G08385;0;0;0;0
AT2G08390;0;0;0;0
AT2G08395;0;0;0;0
AT2G08400;0;0;0;0
AT2G08405;0;0;0;0
AT2G08410;0;0;0;0
AT2G08415;0;0;0;0
AT2G08420;0;0;0;0
AT2G08425;0;0;0;0
AT2G08430;0;0;0;0
AT2G08435;0;0;0;0
AT2G08440;0;0;0;0
AT2G08445;0;0;0;0
AT2G08450;1,651037521;1,456595504;0;0,690731495
AT2G08455;0;0,852749036;1,137887469;1,61752694
AT2G08460;0;0;0;0
AT2G08465;0;0;0;0
AT2G08470;0;0;0;0
AT2G08475;0;0;0;0
AT2G08480;0;0;0;0
AT2G08485;0;0;0;0
AT2G08490;0;0;0;0
AT2G08495;0;0;0;0
AT2G08500;0;0;0;0
AT2G08505;0;0;0;0
AT2G08510;0;0;0;0
AT2G08515;0;0;0;0
AT2G08520;0;0;0;0
AT2G08525;0;0;0;0
AT2G08530;0;0;0;0
AT2G08535;0;0;0;0
AT2G08540;0;0;0;0
AT2G08545;0;0;0;0
AT2G08550;0;0;0;0
AT2G08555;0;0;0;0
AT2G08560;0;0;0;0
AT2G08565;0;0;0;0
AT2G08570;0;0;0;0
AT2G08575;0;0;0;0
AT2G08580;2,63347307;4,646660038;0;6,610471667
AT2G08585;0;9,37076441;0;0
AT2G08590;0;0;0;0
AT2G08595;0;0;0;0
AT2G08610;0;0;0;0
AT2G08620;0;0;0;0
AT2G08625;0;0;0;0
AT2G08630;0;0;0;0
AT2G08635;0;0;0;0
AT2G08640;0;0;0;0
AT2G08645;0;0;0;0
AT2G08650;1,361753169;0,901035039;0;3,703088295
AT2G08655;0,479894942;1,27013373;0;1,606158778
AT2G08660;0;0,327267674;0;0,310386912
AT2G08665;6,702012727;8,869079126;9,413951894;2,039176728
AT2G08670;0;0;0;0
AT2G08675;0;0;0;0
AT2G08680;0;0;0;0
AT2G08685;0;0;0;0
AT2G08690;0;0;0;0
AT2G08695;0;0;0;0
AT2G08700;0;0;0;0
AT2G08705;0;0;0;0
AT2G08710;0;0;0;0
AT2G08715;0;0;0;0
AT2G08720;0;0;0;0
AT2G08725;0;6,941306971;13,89346551;3,29163404
AT2G08730;1,393514176;3,278401543;0,82024104;1,554649313
AT2G08735;0;0;0;0
AT2G08740;0;0;0;0
AT2G08745;0;0;0;0
AT2G08750;0;0;0;0
AT2G08755;0;0;0;0
AT2G08760;250,3680469;381,5239796;198,4470665;160,6875814
AT2G08765;4,03354736;24,90962691;42,73559644;47,24953166
AT2G08770;0;0;0;0
AT2G08775;0;0;0;0
AT2G08780;1,133986624;0;0;0
AT2G08790;0;0;0;0
AT2G08795;0;0;0;0
AT2G08800;0;0;0;0
AT2G08805;0;0;0;0
AT2G08815;0;0;0;0
AT2G08820;0;1,072988291;0;3,052927754
AT2G08825;0;0;0;0
AT2G08830;0;0;0;0
AT2G08835;0;0;0;0
AT2G08845;0;0;0;0
AT2G08850;0;0;0;0
AT2G08855;0;0;0;0
AT2G08860;0;0;0;0
AT2G08865;0;0;0;0
AT2G08870;0;0;0;0
AT2G08875;0;0;0;0
AT2G08880;0;0;0;0
AT2G08885;0;0;0;0
AT2G08890;0;0;0;0
AT2G08895;0;0;0;0
AT2G08900;6,927179162;3,055684047;15,29036286;2,8980691
AT2G08905;0;0;0;0
AT2G08910;0;6,045654458;6,050380142;14,33453533
AT2G08915;0;0;0;0
AT2G08920;0;0;0;0
AT2G08925;0;0;0;0
AT2G08930;0;0;0;0
AT2G08935;0;0;0;0
AT2G08940;0;0;0;0
AT2G08945;0;0;0;0
AT2G08950;0;1,843429064;0;1,311257495
AT2G08955;0;0;0,8917359;0,422539393
AT2G08960;0;8,268321539;0;0
AT2G08965;0;0;0;0
AT2G08970;0;0;0;0
AT2G08975;0;0;0;0
AT2G08980;0;0;0;0
AT2G08985;0;0;0;0
AT2G08986;0;0;0;0
AT2G08990;0;0;0;0
AT2G08995;0;0;0;0
AT2G09000;0;0;0;0
AT2G09005;0;0;0;0
AT2G09010;0;0;0;0
AT2G09015;0;0;0;0
AT2G09020;0;0;0;0
AT2G09025;0;0;0;0,642463511
AT2G09035;0;0;0;0
AT2G09040;0;0;0;0
AT2G09045;0;0;0;1,890938704
AT2G09050;0;0;0;0
AT2G09055;0;0;0;0
AT2G09060;0;0;0;0
AT2G09065;0;0;0;0
AT2G09070;0;0;0;0
AT2G09075;0;0;0;0
AT2G09080;0;0;0;0
AT2G09085;0;0;0;0
AT2G09090;0;0,519635734;0;0,492832453
AT2G09095;0;0;0;0
AT2G09100;0;0;0;0
AT2G09105;0;0;0;0
AT2G09110;0;0;0;0
AT2G09115;0;0;0;0
AT2G09120;0;0;0;0
AT2G09125;0;0;0;0
AT2G09130;0;0;0;0
AT2G09135;0;0;0;0
AT2G09140;0;0;0;0
AT2G09150;0;0;0;0
AT2G09155;0;0;0;0
AT2G09160;0;0;0;0
AT2G09165;0;0;0;0
AT2G09170;0;0;0;0
AT2G09175;0;0;0;0
AT2G09180;0;0;0;0
AT2G09185;0;0;0;0
AT2G09190;0;0;0;0
AT2G09195;0;0;0;0
AT2G09200;0;0;0;1,192941196
AT2G09205;0;0;0;0
AT2G09210;0;0;0;0
AT2G09215;0;0;0;0
AT2G09220;0;0;0;0
AT2G09225;0;0;3,701877324;0
AT2G09230;0;0;0;0,994859542
AT2G09235;0;0;0;0
AT2G09240;0;0;0;0
AT2G09245;0;0;0;0
AT2G09250;31,00958726;47,16827723;32,09950001;8,947058967
AT2G09255;0;0;0;0
AT2G09260;0;0;0;0
AT2G09265;0;0;0;0
AT2G09270;0;0;0;0
AT2G09280;0;0;0;0
AT2G09285;0;0;0;0
AT2G09290;0;0;0;0
AT2G09295;0;0;0;0
AT2G09300;0;0;0;0
AT2G09305;0,823385637;0,726415846;0;0
AT2G09310;0;0;0;0
AT2G09315;0;0;0;0
AT2G09320;0;0;0;0
AT2G09325;0;0;0;0
AT2G09330;0;0;0;0
AT2G09335;0;0,470105238;0,470472703;0
AT2G09340;0;0;0;0
AT2G09345;0;0;0;0
AT2G09350;0;0;0;0
AT2G09355;0;0;0;0
AT2G09360;0;0;0;0
AT2G09365;0;0;0;0
AT2G09370;0;0;0;0
AT2G09375;0;0;0;0
AT2G09380;0;0;0;0
AT2G09385;0;0;0;0
AT2G09388;0;0;0;0
AT2G09390;0;0;0;0
AT2G09395;0;0;0;0
AT2G09400;0;0;0;0
AT2G09405;0;0;0;0
AT2G09410;0;0;0;0
AT2G09415;0;0;0;0
AT2G09420;0;0;0;0
AT2G09425;0;0;0;0
AT2G09430;0,40800287;0;0;0
AT2G09435;0;0;0;0
AT2G09440;0;0;0;0
AT2G09445;0;0;0;0
AT2G09450;0;0;0;0
