gene;mut_22_GH-mut_29_GH_adjPval;wt_22_GH-wt_29_GH_adjPval
AT3G02000;0,999964783;0,999734879
AT4G39320;0,999964783;0,999256605
AT4G00350;0,999964783;0,999256605
ATMG00870;0,999964783;0,999256605
AT3G03605;0,999964783;0,999256605
AT1G17000;0,999964783;0,999256605
AT1G34827;0,999964783;0,999256605
AT1G35545;0,999964783;0,999256605
AT1G56940;0,999964783;0,999256605
AT1G60530;0,999964783;0,999256605
AT1G74820;0,999964783;0,999256605
AT1G50090;0,999964783;0,998909843
AT1G49570;0,999964783;0,998776226
AT3G07920;0,999964783;0,998625609
AT1G21960;0,999964783;0,998625609
AT5G57080;0,999964783;0,998621556
AT1G06523;0,999964783;0,998548243
AT1G08440;0,999964783;0,998548243
AT5G56070;0,654386865;0,998548243
AT5G02895;0,999964783;0,998525692
AT3G26539;0,999964783;0,99815906
AT1G28480;0,999964783;0,9980103
AT5G65070;0,999964783;0,997966883
AT4G01240;0,999964783;0,997683877
AT3G26130;0,999964783;0,997683877
AT1G06387;0,999964783;0,997683877
AT3G27473;0,999964783;0,99766889
AT1G67856;0,999964783;0,99766889
AT1G04143;0,999964783;0,99766889
AT1G05627;0,999964783;0,99766889
AT1G36992;0,999964783;0,996890632
AT3G63215;0,999964783;0,996522191
AT4G03450;0,999964783;0,996522191
AT1G20320;0,999964783;0,996522191
AT1G19830;0,999964783;0,996243324
AT4G37022;0,999964783;0,995829936
AT1G07497;0,999964783;0,995829936
AT1G08927;0,999964783;0,995829936
AT1G25180;0,999964783;0,995829936
AT1G66000;0,999964783;0,995829936
AT2G17043;0,999964783;0,995829936
AT3G16020;0,999964783;0,995488866
AT5G62330;0,999964783;0,995488866
AT1G09293;0,999964783;0,995488866
AT1G19320;0,999964783;0,995488866
AT2G08475;0,999964783;0,995488866
AT1G50930;0,999964783;0,995240542
AT1G09263;0,999964783;0,993804993
AT3G09480;0,999964783;0,993411188
AT4G05170;0,999964783;0,993383972
AT5G51160;0,999964783;0,993383972
AT1G65880;0,999964783;0,993090939
AT3G47660;0,999964783;0,993076809
AT1G66720;0,999964783;0,993076809
AT5G05525;0,999964783;0,992769345
AT1G54775;0,999964783;0,992511798
AT1G78720;0,999964783;0,992089028
AT5G25756;0,999964783;0,99138471
AT1G29140;0,999964783;0,99138471
AT1G49110;0,999964783;0,99138471
AT1G06093;0,999964783;0,99110123
AT2G34238;0,999964783;0,99090152
AT1G07027;0,999964783;0,990736737
AT3G14260;0,999964783;0,990495667
AT1G44085;0,999964783;0,990409601
AT3G62730;0,999964783;0,990019191
AT1G04500;0,999964783;0,990019191
AT1G07273;0,999964783;0,990019191
AT1G08903;0,999964783;0,990019191
AT5G54000;0,72509836;0,990019191
AT1G06030;0,999964783;0,989475137
AT1G05903;0,999964783;0,989399529
AT1G80590;0,999964783;0,989399529
AT2G30130;0,999964783;0,989094833
AT3G28635;0,999964783;0,989094833
AT3G03595;0,999964783;0,989094833
AT3G19020;0,999964783;0,989094833
AT1G08343;0,999964783;0,989094833
AT1G42525;0,999964783;0,989094833
AT1G72540;0,999964783;0,989094833
AT1G08463;0,999964783;0,988590882
AT1G17235;0,999964783;0,988590882
AT5G28650;0,999964783;0,988539225
AT3G18530;0,999964783;0,988539225
AT3G47050;0,999964783;0,988539225
AT5G09465;0,999964783;0,988539225
AT1G05603;0,999964783;0,988539225
AT1G05697;0,999964783;0,988539225
AT1G05707;0,999964783;0,988539225
AT1G34795;0,999964783;0,988539225
AT5G46795;0,935816308;0,988539225
ATMG00610;0,03381764;0,988539225
AT3G10880;0,999964783;0,988445274
AT4G01735;0,999964783;0,988445274
AT1G24405;0,999964783;0,988050011
AT4G24890;0,999964783;0,987743798
AT3G04420;0,999964783;0,987743798
AT3G50190;0,999964783;0,987743798
AT4G32445;0,999964783;0,987743798
AT1G02600;0,999964783;0,987743798
AT1G07863;0,999964783;0,987743798
AT1G20750;0,999964783;0,987743798
AT1G68526;0,999964783;0,987743798
AT2G03180;0,999964783;0,987743798
AT5G55320;0,687866867;0,987743798
AT2G37370;0,999964783;0,98708575
AT5G11440;0,999964783;0,98708575
AT1G23645;0,999964783;0,98708575
AT1G05013;0,999964783;0,986807844
AT1G33607;0,999964783;0,986802855
AT5G64735;0,308319678;0,986802855
AT1G67623;0,999964783;0,986607633
AT1G69180;0,999964783;0,986607633
AT2G04325;0,999964783;0,986607633
AT3G28857;0,999964783;0,986357934
AT2G35658;0,999964783;0,986357934
AT1G03710;0,999964783;0,986357934
AT4G15680;0,999964783;0,986357934
AT1G04667;0,999964783;0,986357934
AT1G05407;0,999964783;0,986357934
AT1G05607;0,999964783;0,986357934
AT1G05767;0,999964783;0,986357934
AT1G06053;0,999964783;0,986357934
AT1G06157;0,999964783;0,986357934
AT1G07523;0,999964783;0,986357934
AT1G08157;0,999964783;0,986357934
AT1G21420;0,999964783;0,986357934
AT1G23700;0,999964783;0,986357934
AT1G24060;0,999964783;0,986357934
AT1G24470;0,999964783;0,986357934
AT1G33840;0,999964783;0,986357934
AT1G47620;0,999964783;0,986357934
AT1G57270;0,999964783;0,986357934
AT4G03965;0,999964783;0,986330927
AT1G06253;0,999964783;0,986330927
AT1G09077;0,999964783;0,986265165
AT1G06280;0,999964783;0,986031545
AT4G16230;0,999964783;0,985448592
AT4G16050;0,999964783;0,985448592
AT5G03495;0,999964783;0,985265867
AT3G03265;0,999964783;0,985008635
AT1G01280;0,999964783;0,984252302
AT1G07943;0,999964783;0,984252302
AT1G13240;0,999964783;0,984227055
AT5G49305;0,999964783;0,98391794
AT1G05040;0,999964783;0,98391794
AT1G05093;0,999964783;0,98391794
AT5G09365;0,999964783;0,983730667
AT1G16225;0,999964783;0,983592666
AT1G07993;0,999964783;0,983580555
AT3G03425;0,999964783;0,983435708
AT1G52830;0,999964783;0,983307093
AT3G15700;0,999964783;0,983307093
AT3G44790;0,999964783;0,983307093
AT3G16210;0,999964783;0,982988836
AT4G01925;0,999964783;0,982858593
AT5G51790;0,999964783;0,982858593
AT5G47590;0,999964783;0,982858593
AT4G21930;0,999964783;0,982858593
AT3G09415;0,999964783;0,982858593
AT1G62690;0,999964783;0,982858593
AT2G29460;0,999964783;0,982858593
AT4G06260;0,999964783;0,982858593
AT1G80165;0,999964783;0,982858593
AT1G06977;0,999964783;0,982858593
AT1G07907;0,999964783;0,982858593
AT1G11030;0,999964783;0,982858593
AT1G28700;0,999964783;0,982858593
AT1G47497;0,999964783;0,982687058
AT2G07325;0,999964783;0,982687058
AT4G23240;0,999964783;0,982557602
AT3G48400;0,999964783;0,982557602
AT1G66173;0,999964783;0,982557602
AT1G24851;0,999964783;0,982557602
AT1G10585;0,999964783;0,98236326
AT1G08887;0,999964783;0,98236326
AT5G65158;0,2486849;0,981438246
AT2G35640;0,999964783;0,981051394
AT1G04213;0,999964783;0,980979114
AT5G01255;0,999964783;0,980979114
AT1G09013;0,999964783;0,980979114
AT3G12955;0,999964783;0,980127799
AT1G47800;0,999964783;0,980127217
AT2G23960;0,999964783;0,97952639
AT1G23120;0,999964783;0,979508414
AT5G59360;0,999964783;0,979508414
AT5G55570;0,999964783;0,979508414
AT3G61450;0,999964783;0,979508414
AT5G35770;0,999964783;0,979508414
AT1G06023;0,999964783;0,979508414
AT1G06673;0,999964783;0,979508414
AT1G06867;0,999964783;0,979508414
AT1G08563;0,999964783;0,979508414
AT1G08797;0,999964783;0,979508414
AT1G16100;0,999964783;0,979508414
AT1G18510;0,999964783;0,979508414
AT1G19930;0,999964783;0,979508414
ATMG00240;0,999964783;0,979170239
AT1G05823;0,999964783;0,979170239
AT2G02440;0,999964783;0,979170239
AT4G11950;0,999964783;0,979076104
AT3G30350;0,999964783;0,979076104
AT1G07937;0,999964783;0,979076104
AT1G01870;0,999964783;0,979076104
AT1G02490;0,999964783;0,979076104
AT1G05797;0,999964783;0,979076104
AT1G28327;0,999964783;0,979076104
AT4G04615;0,999964783;0,978909798
AT1G09663;0,999964783;0,978829928
AT2G27690;0,999964783;0,978769684
AT3G57500;0,999964783;0,978381163
AT4G06795;0,999964783;0,978381163
AT1G08497;0,999964783;0,978381163
AT1G08863;0,999964783;0,978381163
AT1G48940;0,999964783;0,978381163
AT1G50990;0,999964783;0,978381163
AT5G08360;0,999964783;0,97824178
AT1G09043;0,999964783;0,97824178
AT1G53370;0,999964783;0,97824178
AT3G53220;0,999964783;0,977821257
AT1G50750;0,999964783;0,977821257
AT5G50940;0,999964783;0,977821257
AT1G68270;0,999964783;0,977821257
AT2G34340;0,999964783;0,977435759
AT1G44120;0,999964783;0,977406305
AT3G25597;0,999964783;0,977217799
AT5G37800;0,999964783;0,977217799
AT4G26255;0,999964783;0,977217799
AT1G48800;0,999964783;0,977217799
AT1G58460;0,999964783;0,977217799
AT1G01310;0,999964783;0,977217799
AT1G04083;0,999964783;0,977217799
AT1G08447;0,999964783;0,977217799
AT1G08803;0,999964783;0,977217799
AT1G09260;0,999964783;0,977217799
AT1G12960;0,999964783;0,977217799
AT1G16230;0,999964783;0,977217799
AT1G21528;0,999964783;0,977217799
AT1G31772;0,999964783;0,977217799
AT1G69820;0,999964783;0,977217799
AT5G48675;0,913087854;0,977217799
AT1G17380;0,999964783;0,976923629
AT3G44435;0,999964783;0,976923629
AT1G68180;0,999964783;0,976923629
AT4G06665;0,999964783;0,976923629
AT5G17590;0,999964783;0,976923629
AT1G05193;0,999964783;0,976923629
AT1G05740;0,999964783;0,976923629
AT1G06227;0,999964783;0,976923629
AT1G07683;0,999964783;0,976923629
AT1G08453;0,999964783;0,976923629
AT1G08993;0,999964783;0,976923629
AT1G09113;0,999964783;0,976923629
AT1G12610;0,999964783;0,976923629
AT1G42680;0,999964783;0,976923629
AT1G56900;0,999964783;0,976923629
AT1G07353;0,999964783;0,976909257
AT4G20770;0,999964783;0,976848515
AT3G46616;0,999964783;0,976848515
AT1G04223;0,999964783;0,976848515
AT1G13550;0,999964783;0,976848515
AT1G28005;0,999964783;0,976848515
AT1G44318;0,999964783;0,976848515
AT1G61566;0,999964783;0,976848515
AT2G24010;0,999964783;0,976640235
AT5G40860;0,999964783;0,976640235
AT1G04073;0,999964783;0,976640235
AT1G15625;0,999964783;0,976640235
AT1G31555;0,999964783;0,976640235
AT1G57020;0,999964783;0,976640235
AT1G58215;0,999964783;0,976640235
AT1G69818;0,999964783;0,976640235
AT2G07120;0,999964783;0,976640235
AT5G52155;0,765965863;0,976640235
AT4G10695;0,999964783;0,976478514
AT5G59845;0,999964783;0,976383176
AT1G07833;0,999964783;0,976259964
AT1G74990;0,999964783;0,976259964
AT5G48050;0,999964783;0,976241537
AT1G32850;0,999964783;0,975680616
AT1G06393;0,999964783;0,975680616
AT4G00070;0,999964783;0,975427494
AT1G66852;0,999964783;0,97492444
AT4G04972;0,999964783;0,974773348
AT4G27580;0,999964783;0,974773348
AT2G13550;0,999964783;0,974773348
AT1G04163;0,999964783;0,974773348
AT1G47389;0,999964783;0,974773348
AT1G63370;0,999964783;0,974400401
AT2G02630;0,999964783;0,973892079
AT3G09055;0,999964783;0,973892079
AT2G30945;0,999964783;0,973829815
AT2G36695;0,999964783;0,973829815
AT1G14930;0,999964783;0,973829815
AT1G15680;0,999964783;0,973829815
AT3G12820;0,999964783;0,97350456
AT4G20050;0,999964783;0,973299661
AT1G22490;0,999964783;0,973299661
AT1G65340;0,999964783;0,973164208
AT5G05675;0,999964783;0,973164208
AT1G15990;0,999964783;0,973164208
AT5G49620;0,886762147;0,973164208
AT4G04475;0,999964783;0,972755119
AT4G11910;0,999964783;0,972729321
AT1G39060;0,999964783;0,972398826
AT2G04645;0,999964783;0,972012331
AT5G02195;0,999964783;0,971979841
AT1G53820;0,999964783;0,971616082
AT4G33280;0,999964783;0,97153226
AT2G08505;0,999964783;0,97153226
AT1G08567;0,999964783;0,97153226
AT1G72590;0,999964783;0,97153226
AT1G15015;0,999964783;0,971323576
AT1G54240;0,999964783;0,971252611
AT1G05597;0,999964783;0,970498534
AT2G48090;0,999964783;0,970226113
AT4G06310;0,999964783;0,969873223
AT1G08793;0,999964783;0,969215839
AT3G03910;0,999964783;0,969049052
AT1G32140;0,999964783;0,969049052
AT1G58766;0,999964783;0,968331895
AT1G71520;0,999964783;0,968181742
AT1G55570;0,999964783;0,968181742
AT1G27250;0,999964783;0,967801658
AT2G18260;0,999964783;0,967433239
AT1G22990;0,999964783;0,967433239
AT5G55270;0,689666464;0,967433239
AT1G13610;0,999964783;0,96732574
AT1G07190;0,999964783;0,96732574
AT1G12940;0,999964783;0,96732574
AT3G22415;0,999964783;0,96720368
AT5G02865;0,999964783;0,966805005
AT1G50720;0,999964783;0,966604084
AT2G05525;0,999964783;0,966604084
AT5G45630;0,944784843;0,966604084
AT1G16420;0,999964783;0,966334635
AT1G04123;0,999964783;0,966261556
AT1G05973;0,999964783;0,966261556
AT1G06377;0,999964783;0,966261556
AT1G06757;0,999964783;0,966261556
AT2G03945;0,999964783;0,966261556
AT5G56690;0,63423314;0,966261556
AT3G04220;0,999964783;0,966257979
AT1G04427;0,999964783;0,966150244
AT1G36020;0,999964783;0,96597729
AT5G37430;0,999964783;0,965253873
AT3G51220;0,999964783;0,965253873
AT1G08663;0,999964783;0,965253873
AT1G08963;0,999964783;0,965253873
AT1G15620;0,999964783;0,965253873
AT1G33220;0,999964783;0,965253873
AT1G57170;0,999964783;0,965253873
AT5G05365;0,999964783;0,964837485
AT1G06213;0,999964783;0,964768716
AT3G15358;0,999964783;0,964159292
AT5G06480;0,999964783;0,964159292
AT1G49940;0,999964783;0,964159292
AT3G02390;0,999964783;0,964159292
AT1G48315;0,999964783;0,964159292
AT5G09295;0,999964783;0,964159292
AT3G53365;0,999964783;0,964159292
AT5G20370;0,999964783;0,964159292
AT1G05291;0,999964783;0,964159292
AT1G30790;0,999964783;0,964159292
AT1G06743;0,999964783;0,96408527
AT1G47890;0,999964783;0,96397648
AT1G05207;0,999964783;0,96397648
AT1G05453;0,999964783;0,96397648
AT1G08153;0,999964783;0,96397648
AT1G09677;0,999964783;0,96397648
AT1G06603;0,999964783;0,963815915
AT1G09483;0,999964783;0,963731319
AT4G28840;0,999964783;0,96340658
AT3G49820;0,999964783;0,96340658
AT1G05477;0,999964783;0,96340658
AT1G08163;0,999964783;0,96340658
AT1G65160;0,999964783;0,96340658
AT5G59662;0,582549165;0,96340658
AT1G06737;0,999964783;0,963312268
AT1G05643;0,999964783;0,963312268
AT1G48070;0,999964783;0,963312268
AT5G60260;0,999964783;0,962893228
AT2G14060;0,999964783;0,962893228
AT1G56250;0,999964783;0,962893228
AT1G04207;0,999964783;0,962893228
AT1G04527;0,999964783;0,962893228
AT1G04547;0,999964783;0,962893228
AT1G12665;0,999964783;0,962893228
AT1G16760;0,999964783;0,962893228
AT1G17540;0,999964783;0,962893228
AT1G56990;0,999964783;0,962893228
AT1G74930;0,999964783;0,962893228
AT2G04265;0,999964783;0,962893228
AT1G64795;0,999964783;0,962827685
AT1G06853;0,999964783;0,962546269
AT2G35742;0,999964783;0,962405288
AT1G06607;0,999964783;0,962405288
AT2G04285;0,999964783;0,962362575
AT1G05757;0,999964783;0,962362575
AT5G52471;0,762295294;0,962362575
AT5G53610;0,736390145;0,962362575
AT1G30020;0,999964783;0,962234157
AT1G52490;0,999964783;0,962234157
AT1G05653;0,999964783;0,961973327
AT1G23810;0,999964783;0,961973327
AT1G17240;0,999964783;0,961946515
AT4G21865;0,999964783;0,961946515
AT1G50190;0,999964783;0,961946515
AT1G09937;0,999964783;0,961946515
AT1G26815;0,999964783;0,961946515
AT5G46810;0,935528154;0,961946515
AT1G55800;0,999964783;0,961802682
AT3G58190;0,999964783;0,960722848
AT4G23515;0,999964783;0,960722848
ATMG00850;0,999964783;0,960722848
AT1G09773;0,999964783;0,960722848
AT1G11655;0,999964783;0,960722848
AT1G14110;0,999964783;0,960722848
AT1G54700;0,999964783;0,960722848
AT5G46310;0,940361205;0,960646708
AT1G25211;0,999964783;0,960403538
AT5G37820;0,999964783;0,96001829
AT1G04347;0,999964783;0,96001829
AT1G07680;0,999964783;0,959816244
AT2G24970;0,999964783;0,959682768
AT3G29330;0,999964783;0,959682768
AT3G30305;0,999964783;0,959682768
AT1G57230;0,999964783;0,959635743
AT5G50060;0,871666477;0,959635743
AT5G53910;0,72509836;0,959635743
AT3G24230;0,999964783;0,958006825
AT1G05527;0,999964783;0,958006825
AT4G07200;0,999964783;0,95798905
AT1G57570;0,999964783;0,957772198
AT5G14340;0,999964783;0,957772198
AT1G49900;0,999964783;0,957772198
AT5G01070;0,999964783;0,957772198
AT1G06293;0,999964783;0,957772198
AT1G24062;0,999964783;0,957772198
AT5G63070;0,397447655;0,957772198
AT1G35750;0,999964783;0,957461994
AT1G06373;0,999964783;0,956956154
AT1G07317;0,999964783;0,95688598
AT1G32585;0,999964783;0,95688598
AT1G14880;0,999964783;0,956829923
AT1G24420;0,999964783;0,956825069
AT1G08007;0,999964783;0,956170539
AT4G14305;0,999964783;0,956049682
AT1G36960;0,999964783;0,955737224
AT1G65500;0,999964783;0,955414106
AT3G02670;0,999964783;0,955054985
AT1G04717;0,999964783;0,954897978
AT1G50680;0,999964783;0,954192477
AT2G05895;0,999964783;0,95410951
AT1G06577;0,999964783;0,953822505
AT1G28800;0,999964783;0,953822505
AT1G09057;0,999964783;0,953621149
AT5G54420;0,708105363;0,95361167
AT5G54570;0,999964783;0,953563175
AT5G53592;0,999964783;0,953563175
AT1G29740;0,999964783;0,953404309
AT4G10270;0,999964783;0,953404309
AT5G18661;0,999964783;0,953404309
AT1G06487;0,999964783;0,953268907
AT1G36078;0,999964783;0,953268907
AT4G28755;0,999964783;0,952857045
AT1G34817;0,999964783;0,952857045
AT5G45540;0,999964783;0,952597796
AT1G04177;0,999964783;0,952597796
AT2G28180;0,999964783;0,952263555
AT2G46440;0,999964783;0,952253898
AT1G69485;0,999964783;0,952253898
AT1G59453;0,999964783;0,952253898
AT1G06297;0,999964783;0,951600326
AT3G24110;0,999964783;0,951278667
AT2G17040;0,999964783;0,951101052
AT1G07957;0,999964783;0,951101052
AT2G41178;0,999964783;0,951101052
AT4G33590;0,999964783;0,951101052
AT1G52130;0,999964783;0,951101052
AT1G04737;0,999964783;0,951101052
AT1G04803;0,999964783;0,951101052
AT1G04827;0,999964783;0,951101052
AT1G06247;0,999964783;0,951101052
AT1G07633;0,999964783;0,951101052
AT1G08317;0,999964783;0,951101052
AT1G21890;0,999964783;0,951101052
AT1G22000;0,999964783;0,951101052
AT1G29962;0,999964783;0,951101052
AT1G30670;0,999964783;0,951101052
AT1G33850;0,999964783;0,951101052
AT1G47220;0,999964783;0,951101052
AT1G60040;0,999964783;0,951101052
AT1G62190;0,999964783;0,951101052
AT5G55680;0,67272628;0,951101052
AT5G60060;0,565205841;0,951101052
AT3G12240;0,999964783;0,950199283
AT5G15120;0,999964783;0,94965167
AT1G04037;0,999964783;0,94965167
AT1G15450;0,999964783;0,94965167
AT1G21430;0,999964783;0,94965167
AT1G06133;0,999964783;0,949613577
AT1G06643;0,999964783;0,94947151
AT5G04425;0,999964783;0,948847796
AT1G77765;0,999964783;0,948605088
AT1G07707;0,999964783;0,948605088
AT1G09067;0,999964783;0,948605088
AT1G15840;0,999964783;0,948605088
AT1G11540;0,999964783;0,948587342
AT4G15740;0,999964783;0,948587342
AT1G72270;0,999964783;0,948587342
AT2G24140;0,999964783;0,948587342
AT2G30933;0,999964783;0,948587342
AT1G34580;0,999964783;0,948587342
AT2G05518;0,999964783;0,948587342
AT3G03660;0,999964783;0,948587342
AT3G46800;0,999964783;0,948587342
AT1G06493;0,999964783;0,948587342
AT1G07807;0,999964783;0,948587342
AT1G09423;0,999964783;0,948587342
AT1G09647;0,999964783;0,948587342
AT1G11920;0,999964783;0,948587342
AT1G52695;0,999964783;0,948587342
AT1G60400;0,999964783;0,948587342
AT1G76135;0,999964783;0,948587342
AT2G06215;0,999964783;0,948587342
AT5G45475;0,956485337;0,948587342
AT2G34220;0,999964783;0,948353905
AT1G08557;0,999964783;0,947831831
AT1G23250;0,999964783;0,947831831
AT1G57200;0,999964783;0,947831831
AT1G61680;0,999964783;0,947831831
AT1G77815;0,999964783;0,947831831
AT5G44120;0,979382903;0,947731854
AT4G05295;0,999964783;0,947679205
AT5G62360;0,999964783;0,947574958
AT2G07675;0,999964783;0,947574958
AT1G14755;0,999964783;0,947574958
AT1G24140;0,999964783;0,947574958
AT1G30930;0,999964783;0,947574958
AT1G68860;0,999964783;0,947574958
AT2G01280;0,999964783;0,947574958
AT1G04907;0,999964783;0,9471252
AT1G31243;0,999964783;0,946834896
AT1G05667;0,999964783;0,946834896
AT1G09907;0,999964783;0,946834896
AT1G74675;0,999964783;0,946834896
AT2G35384;0,999964783;0,946571013
AT1G53130;0,999964783;0,946247697
AT2G08910;0,999964783;0,946247697
AT1G05043;0,999964783;0,946247697
AT2G21690;0,999964783;0,946247697
AT1G07617;0,999964783;0,946124169
AT1G52660;0,999964783;0,945933436
AT1G05933;0,999964783;0,945933436
AT2G40670;0,999964783;0,945671093
AT3G09032;0,999964783;0,945671093
AT2G41905;0,999964783;0,945671093
AT5G01320;0,999964783;0,945671093
AT1G14220;0,999964783;0,945671093
AT5G57520;0,999964783;0,945671093
AT3G16300;0,999964783;0,945671093
AT5G01380;0,999964783;0,945671093
AT3G49130;0,999964783;0,945671093
AT5G07330;0,999964783;0,945671093
AT3G03505;0,999964783;0,945671093
AT1G04167;0,999964783;0,945671093
AT1G04713;0,999964783;0,945671093
AT1G05483;0,999964783;0,945671093
AT1G05727;0,999964783;0,945671093
AT1G07690;0,999964783;0,945671093
AT1G07853;0,999964783;0,945671093
AT1G25054;0,999964783;0,945671093
AT1G26890;0,999964783;0,945671093
AT1G33430;0,999964783;0,945671093
AT1G36745;0,999964783;0,945671093
AT1G43100;0,999964783;0,945671093
AT1G43810;0,999964783;0,945671093
AT1G48590;0,999964783;0,945671093
AT1G48698;0,999964783;0,945671093
AT1G48700;0,999964783;0,945671093
AT1G62220;0,999964783;0,945671093
AT1G69797;0,999964783;0,945671093
AT1G69880;0,999964783;0,945671093
AT5G24275;0,999964783;0,945313264
AT4G09105;0,999964783;0,945313264
AT1G09583;0,999964783;0,945313264
AT1G55591;0,999964783;0,945313264
AT2G08245;0,999964783;0,945313264
AT5G56368;0,643009799;0,945313264
AT5G65300;0,999964783;0,945063202
AT1G04067;0,999964783;0,945023032
AT1G08697;0,999964783;0,945023032
AT1G09720;0,999964783;0,945023032
AT1G22110;0,999964783;0,945023032
AT1G75070;0,999964783;0,945023032
AT4G16400;0,999964783;0,944574504
AT1G01305;0,999964783;0,944574504
AT1G01560;0,999964783;0,944574504
AT1G06617;0,999964783;0,944574504
AT1G07563;0,999964783;0,944574504
AT1G08573;0,999964783;0,944574504
AT1G20405;0,999964783;0,944574504
AT1G23770;0,999964783;0,944574504
AT1G33940;0,999964783;0,944574504
AT1G53880;0,999964783;0,944574504
AT1G62515;0,999964783;0,944574504
AT2G05495;0,999964783;0,944574504
AT2G09290;0,999964783;0,944574504
AT5G46873;0,928070972;0,944574504
AT5G50560;0,845532168;0,944574504
AT5G60966;0,516656909;0,944574504
AT4G15720;0,999964783;0,944502831
AT4G03985;0,999964783;0,944502831
AT1G32270;0,999964783;0,944502831
AT5G64905;0,999964783;0,943972088
AT1G33370;0,999964783;0,943448847
ATMG00450;0,999964783;0,943297396
AT2G30750;0,999964783;0,943297396
AT4G10650;0,999964783;0,943297396
AT1G80555;0,999964783;0,943297396
AT3G20400;0,999964783;0,943297396
AT1G06363;0,999964783;0,943297396
AT1G06897;0,999964783;0,943297396
AT1G07847;0,999964783;0,943297396
AT1G07860;0,999964783;0,943297396
AT1G07913;0,999964783;0,943297396
AT1G09273;0,999964783;0,943297396
AT1G15010;0,999964783;0,943297396
AT1G26430;0,999964783;0,943297396
AT1G28950;0,999964783;0,943297396
AT1G29080;0,999964783;0,943297396
AT1G52970;0,999964783;0,943297396
AT1G60500;0,999964783;0,943297396
AT1G62620;0,999964783;0,943297396
AT1G64618;0,999964783;0,943297396
AT2G05545;0,999964783;0,943297396
AT2G07684;0,999964783;0,943297396
AT5G43518;0,988681286;0,943297396
AT5G46297;0,940361205;0,943297396
AT1G19086;0,999964783;0,943185046
AT3G24535;0,999964783;0,942664813
AT3G53010;0,999964783;0,942664813
AT1G23465;0,999964783;0,942664813
AT1G18879;0,999964783;0,942664813
AT2G44690;0,999964783;0,942510259
AT3G03200;0,999964783;0,942510259
AT1G55365;0,999964783;0,942510259
AT1G04823;0,999964783;0,942510259
AT1G28590;0,999964783;0,942510259
AT4G18250;0,999964783;0,942295502
AT1G21530;0,999964783;0,941912065
AT1G04307;0,999964783;0,941779796
AT1G63200;0,999964783;0,941779796
AT5G57640;0,999964783;0,941753545
AT4G32810;0,999964783;0,941084355
AT2G01300;0,999964783;0,941084355
AT5G11290;0,999964783;0,941084355
AT1G09853;0,999964783;0,941084355
AT1G56418;0,999964783;0,941084355
AT5G05320;0,999964783;0,940976758
AT1G05967;0,999964783;0,940892252
AT1G13760;0,999964783;0,940375419
AT1G50160;0,999964783;0,940345574
AT1G28920;0,999964783;0,939471783
AT1G04445;0,999964783;0,93927804
AT1G17310;0,999964783;0,939249605
AT1G18530;0,999964783;0,939249605
AT1G27555;0,999964783;0,939249605
AT2G42955;0,999964783;0,939177341
AT1G05557;0,999964783;0,939177341
AT1G04047;0,999964783;0,939177341
AT1G08150;0,999964783;0,939177341
AT1G09277;0,999964783;0,939177341
AT1G09697;0,999964783;0,939177341
AT1G20290;0,999964783;0,939177341
AT2G03700;0,999964783;0,939177341
AT2G08465;0,999964783;0,939177341
AT5G61730;0,476549777;0,939177341
AT1G20015;0,999964783;0,938909447
AT4G09240;0,999964783;0,938909447
AT5G66700;0,999964783;0,938909447
AT1G09935;0,999964783;0,938909447
AT3G10280;0,999964783;0,938555058
AT1G05447;0,999964783;0,938555058
AT1G06677;0,999964783;0,937868945
AT1G24909;0,999964783;0,937868945
AT2G07751;0,999964783;0,937868945
AT5G04790;0,999964783;0,937819757
AT1G26530;0,999964783;0,937493644
AT3G60140;0,999964783;0,93747242
AT1G18486;0,999964783;0,93747242
AT1G26762;0,999964783;0,93747242
AT3G08210;0,999964783;0,937257013
AT4G09845;0,999964783;0,937257013
AT1G01840;0,999964783;0,936997159
AT1G69540;0,999964783;0,936997159
AT2G34540;0,999964783;0,936997159
AT5G41650;0,999964783;0,936997159
AT2G07835;0,999964783;0,936997159
AT1G77880;0,999964783;0,936997159
AT4G13505;0,999964783;0,936997159
AT1G04253;0,999964783;0,936997159
AT1G46840;0,999964783;0,936997159
AT1G77150;0,999964783;0,936997159
AT2G02700;0,999964783;0,936997159
AT5G63720;0,354029186;0,936997159
AT5G36925;0,999964783;0,936638879
AT3G58480;0,999964783;0,936638879
AT1G06433;0,999964783;0,936638879
AT1G08093;0,999964783;0,936638879
AT5G55132;0,690982935;0,936638879
AT1G23540;0,999964783;0,93629649
AT4G28420;0,999964783;0,93629649
AT2G07718;0,999964783;0,93604407
AT1G07330;0,999964783;0,93604407
AT2G04395;0,999964783;0,93604407
AT1G58390;0,999964783;0,93604407
AT1G05217;0,999964783;0,93604407
AT1G06877;0,999964783;0,93604407
AT1G09187;0,999964783;0,93604407
AT1G58643;0,999964783;0,93604407
AT1G78250;0,999964783;0,93604407
AT2G41690;0,999964783;0,934286986
AT4G31615;0,999964783;0,933779082
AT1G03720;0,999964783;0,933779082
AT1G05073;0,999964783;0,933559457
AT1G62886;0,999964783;0,933559457
AT1G04645;0,999964783;0,933450134
AT1G07883;0,999964783;0,933450134
AT5G42380;0,999964783;0,933014773
AT1G03490;0,999964783;0,932830032
AT1G12015;0,999964783;0,932798882
AT1G06637;0,999964783;0,932798882
