gene;mut_22_GH-mut_29_GH_adjPval;wt_22_GH-wt_29_GH_adjPval
AT2G47770;0,999964783;0,821805065
AT1G09880;0,999964783;0,821805065
AT1G04573;0,999964783;0,821805065
AT1G29265;0,999964783;0,821805065
AT1G30972;0,999964783;0,821805065
AT1G35030;0,999964783;0,821805065
AT1G45403;0,999964783;0,821805065
AT5G52965;0,753073226;0,821805065
AT1G18975;0,999964783;0,820761519
AT1G76955;0,999964783;0,820571341
AT3G45530;0,999964783;0,820442931
AT3G43160;0,999964783;0,820442931
AT1G14260;0,999964783;0,820241685
AT1G07702;0,999964783;0,820240282
AT1G26320;0,999964783;0,820240282
AT1G07917;0,999964783;0,819882491
AT2G35343;0,999964783;0,819303096
AT1G05833;0,999964783;0,818851457
AT4G09135;0,999964783;0,818578328
AT5G02055;0,999964783;0,818578328
AT1G26290;0,999964783;0,818578328
AT1G08783;0,999964783;0,818296353
AT1G77780;0,999964783;0,81826997
AT1G05065;0,999964783;0,818165642
AT5G61160;0,999964783;0,817561632
AT1G08477;0,999964783;0,817561632
AT1G48990;0,999964783;0,817561632
AT1G61290;0,999964783;0,817561632
AT3G55580;0,999964783;0,817500532
AT2G41850;0,999964783;0,817500532
AT5G56050;0,999964783;0,817454399
AT2G04500;0,999964783;0,817454399
AT2G40340;0,999964783;0,817454399
AT4G16620;0,999964783;0,817454399
AT1G35230;0,999964783;0,817454399
AT3G21660;0,999964783;0,817454399
AT1G04987;0,999964783;0,817454399
AT1G05803;0,999964783;0,817454399
AT1G06920;0,999964783;0,817454399
AT1G07233;0,999964783;0,817454399
AT1G08985;0,999964783;0,817454399
AT1G09873;0,999964783;0,817454399
AT1G21230;0,999964783;0,817454399
AT1G36272;0,999964783;0,817454399
AT1G43040;0,999964783;0,817454399
AT1G48080;0,999964783;0,817454399
AT1G53980;0,999964783;0,817454399
AT1G65352;0,999964783;0,817454399
AT1G68750;0,999964783;0,817454399
AT2G06375;0,999964783;0,817454399
AT5G54148;0,713943546;0,817442733
ATMG09960;0,999964783;0,816739572
AT2G37430;0,999964783;0,816739572
AT1G04203;0,999964783;0,816739572
AT3G50120;0,999964783;0,815747744
AT2G04005;0,999964783;0,815747744
AT3G45330;0,999964783;0,815724088
AT1G04577;0,999964783;0,815724088
AT1G47980;0,999964783;0,815724088
AT1G07637;0,999964783;0,815621972
AT1G22670;0,999964783;0,815621972
AT5G49140;0,895836558;0,815621972
AT5G46115;0,999964783;0,815442113
AT4G20235;0,999964783;0,815442113
AT1G04303;0,999964783;0,815442113
AT1G08143;0,999964783;0,815442113
AT1G09245;0,999964783;0,815442113
AT1G09573;0,999964783;0,815442113
AT1G10455;0,999964783;0,815442113
AT1G13290;0,999964783;0,815442113
AT1G47885;0,999964783;0,815442113
AT2G04835;0,999964783;0,815442113
AT5G14895;0,999964783;0,815153072
AT1G47915;0,999964783;0,815153072
AT5G67080;0,137630155;0,815153072
AT1G71691;0,999964783;0,815013375
AT4G29610;0,999964783;0,815013375
AT1G09427;0,999964783;0,814630859
AT1G56760;0,999964783;0,814404477
AT5G06235;0,999964783;0,814180616
AT1G57050;0,999964783;0,814180616
AT1G13840;0,999964783;0,813558002
AT2G18470;0,999964783;0,81345921
AT3G01516;0,999964783;0,81345921
AT2G07713;0,999964783;0,81345921
AT1G09123;0,999964783;0,81345921
AT1G09317;0,999964783;0,81345921
AT1G19160;0,999964783;0,81345921
AT1G19260;0,999964783;0,81345921
AT1G53690;0,999964783;0,81345921
AT1G57320;0,999964783;0,81345921
AT1G20803;0,999964783;0,813030166
AT4G04360;0,999964783;0,813025359
AT4G06265;0,999964783;0,813025359
AT1G20180;0,999964783;0,813025359
AT5G11570;0,999964783;0,812827169
AT1G62981;0,999964783;0,812347484
AT2G15318;0,999964783;0,812347484
AT2G45685;0,999964783;0,812347484
AT5G23230;0,999964783;0,812347484
AT1G07135;0,999964783;0,812347484
AT5G44820;0,999964783;0,811636247
AT1G76840;0,999964783;0,811350883
AT3G48490;0,999964783;0,811188515
AT1G04033;0,999964783;0,811188515
AT1G43730;0,999964783;0,811062221
AT1G53625;0,999964783;0,811062221
AT1G33760;0,999964783;0,810644694
AT3G48790;0,999964783;0,810295767
AT2G42865;0,999964783;0,810295767
AT3G62780;0,999964783;0,810060261
AT1G09073;0,999964783;0,810060261
AT1G40086;0,999964783;0,810060261
AT1G52440;0,999964783;0,810060261
AT1G72100;0,999964783;0,810060261
AT2G04355;0,999964783;0,810060261
AT2G08986;0,999964783;0,810060261
AT2G17080;0,999964783;0,809753201
AT1G61575;0,999964783;0,809753201
AT1G24620;0,999964783;0,809753201
AT1G66783;0,999964783;0,809753201
AT1G05090;0,999964783;0,809753201
AT2G38790;0,999964783;0,809753201
AT5G37450;0,999964783;0,809753201
AT5G59390;0,999964783;0,809753201
AT2G09120;0,999964783;0,809753201
AT4G17085;0,999964783;0,808950191
AT1G61415;0,999964783;0,808950191
AT1G07253;0,999964783;0,808950191
AT1G03670;0,999964783;0,808889084
AT1G06320;0,999964783;0,808889084
AT1G26710;0,999964783;0,808889084
AT1G36095;0,999964783;0,808889084
AT1G62420;0,999964783;0,807217537
AT2G07621;0,999964783;0,807053615
AT1G63380;0,999964783;0,806732037
AT1G57510;0,999964783;0,806732037
AT5G57650;0,632950773;0,806732037
AT5G35110;0,999964783;0,806616548
AT1G08133;0,999964783;0,806596667
AT1G37020;0,999964783;0,806596667
AT1G77190;0,999964783;0,806443326
AT1G15520;0,999964783;0,805840266
AT1G64255;0,999964783;0,805840266
AT1G09997;0,999964783;0,805686991
AT2G06865;0,999964783;0,805613596
AT1G09753;0,999964783;0,805613596
AT1G12294;0,999964783;0,805613596
AT3G08815;0,999964783;0,805403135
AT2G11891;0,999964783;0,805206239
AT1G06707;0,999964783;0,804724971
AT3G16120;0,999964783;0,80458519
AT1G08833;0,999964783;0,804439931
AT1G10385;0,999964783;0,803367256
AT1G04295;0,999964783;0,803215046
AT1G35501;0,999964783;0,803215046
AT1G30845;0,999964783;0,803215046
AT1G04097;0,999964783;0,803215046
AT1G21928;0,999964783;0,803215046
AT1G65740;0,999964783;0,802596153
AT5G38810;0,999964783;0,802541285
AT5G54490;0,999964783;0,802541285
AT1G61750;0,999964783;0,802541285
AT1G08753;0,999964783;0,802381406
AT4G38340;0,999964783;0,802326926
AT3G05325;0,999964783;0,802326926
AT3G02590;0,999964783;0,802089222
AT4G25110;0,999964783;0,802089222
ATCG01190;0,999964783;0,802089222
AT2G37880;0,999964783;0,802089222
AT5G50690;0,816508306;0,801395472
AT5G15725;0,999964783;0,800807622
AT1G20135;0,999964783;0,800807622
AT1G03660;0,999964783;0,800200289
AT5G03270;0,999964783;0,800200289
AT1G05510;0,999964783;0,799547052
AT3G27250;0,999964783;0,799526776
AT1G17545;0,999964783;0,79917033
AT5G49190;0,999964783;0,798968488
AT1G48400;0,999964783;0,798457278
AT4G06175;0,999964783;0,798457278
AT5G60335;0,999964783;0,798457278
AT4G02650;0,999964783;0,798457278
AT1G61230;0,999964783;0,798457278
AT1G02590;0,999964783;0,798457278
AT1G04793;0,999964783;0,798457278
AT1G20040;0,999964783;0,798457278
AT5G44345;0,974609038;0,798457278
AT2G32680;0,999964783;0,798354045
AT5G06820;0,999964783;0,798354045
AT2G01920;0,999964783;0,798354045
AT3G07305;0,999964783;0,798196051
AT1G07753;0,999964783;0,798196051
AT1G22130;0,999964783;0,798196051
AT4G13210;0,999964783;0,797960436
AT3G51540;0,999964783;0,79710398
AT1G24200;0,999964783;0,79710398
AT1G32337;0,999964783;0,79710398
AT1G76952;0,999964783;0,797038415
AT1G33870;0,999964783;0,797037972
AT1G13140;0,999964783;0,796892063
AT1G73560;0,999964783;0,796892063
AT2G36600;0,999964783;0,796120641
AT1G09737;0,999964783;0,796120641
AT1G43825;0,999964783;0,796120641
AT1G71015;0,999964783;0,79561584
AT5G26730;0,999964783;0,79561584
AT1G14642;0,999964783;0,794771494
AT1G78815;0,999964783;0,794771494
AT5G57550;0,999964783;0,794771494
AT3G59830;0,999964783;0,794771494
AT1G07187;0,999964783;0,794771494
AT1G10745;0,999964783;0,794771494
AT1G71690;0,999964783;0,794771494
AT1G09957;0,999964783;0,79462314
AT1G32020;0,999964783;0,79462314
AT1G66570;0,999964783;0,79462314
AT5G51420;0,797903883;0,79462314
AT1G19060;0,999964783;0,794385099
AT5G40100;0,999964783;0,793776372
AT2G18660;0,999964783;0,79370346
AT1G51823;0,999964783;0,79370346
AT1G24520;0,999964783;0,792917749
AT1G06337;0,999964783;0,792782968
AT1G07537;0,999964783;0,792782968
AT1G29020;0,999964783;0,792317749
AT1G11210;0,999964783;0,792317749
AT4G24180;0,999964783;0,792317749
AT4G03445;0,999964783;0,792317749
AT5G09720;0,999964783;0,792317749
AT3G15740;0,999964783;0,792317749
AT3G28875;0,999964783;0,792317749
AT1G05563;0,999964783;0,792317749
AT1G06953;0,999964783;0,792317749
AT1G67635;0,999964783;0,792317749
AT5G46980;0,92077724;0,792317749
AT5G51760;0,797382566;0,792317749
AT5G63250;0,362324674;0,792317749
AT1G06723;0,999964783;0,791834908
AT1G24388;0,999964783;0,791834908
AT1G09437;0,999964783;0,791556966
AT2G03821;0,999964783;0,791091617
AT1G08003;0,999964783;0,790871481
AT5G03115;0,999964783;0,790811063
AT1G51913;0,999964783;0,790811063
AT1G70400;0,999964783;0,790595
AT1G04247;0,999964783;0,790498341
AT1G06967;0,999964783;0,790200472
AT1G08860;0,999964783;0,790200472
AT3G25011;0,999964783;0,789801814
AT5G06080;0,999964783;0,789801814
AT1G04747;0,999964783;0,789801814
AT1G07963;0,999964783;0,789801814
AT1G21620;0,999964783;0,789801814
AT1G51230;0,999964783;0,789801814
AT1G67855;0,999964783;0,789801814
AT1G53366;0,999964783;0,789543599
AT4G04223;0,999964783;0,789451526
AT1G11510;0,999964783;0,789451526
AT5G41860;0,999964783;0,789161342
AT5G67410;0,999964783;0,789161342
AT1G06273;0,999964783;0,789161342
AT1G25055;0,999964783;0,789161342
AT1G26255;0,999964783;0,789161342
AT3G52520;0,999964783;0,789142331
AT2G02310;0,999964783;0,789142331
AT5G27940;0,999964783;0,789142331
AT1G35850;0,999964783;0,789142331
AT4G25190;0,999964783;0,788770466
AT2G44700;0,999964783;0,788402893
AT2G24400;0,999964783;0,788402893
AT3G45390;0,999964783;0,788402893
AT5G02255;0,999964783;0,788402893
AT1G52690;0,999964783;0,788402893
AT1G05610;0,999964783;0,788402893
AT1G19210;0,999964783;0,788402893
AT5G44620;0,973337515;0,788402893
AT5G62162;0,454218353;0,788402893
AT1G78206;0,999964783;0,788223266
AT3G51490;0,999964783;0,788223266
AT1G78172;0,999964783;0,788223266
AT2G28671;0,999964783;0,788223266
AT1G04720;0,999964783;0,788223266
AT1G06827;0,999964783;0,788223266
AT1G49015;0,999964783;0,788223266
AT5G07100;0,999964783;0,788056593
AT4G26055;0,999964783;0,788056593
AT3G48010;0,999964783;0,788056593
AT5G61280;0,49226346;0,788056593
AT1G05227;0,999964783;0,787061569
AT5G40040;0,999964783;0,787022323
AT1G05080;0,999964783;0,786761081
AT1G07433;0,999964783;0,786761081
AT1G20600;0,999964783;0,786761081
AT2G04621;0,999964783;0,786214425
AT1G31110;0,999964783;0,786214425
AT1G03640;0,999964783;0,7859366
AT1G65541;0,999964783;0,7859366
AT2G15640;0,999964783;0,7859366
AT2G36985;0,999964783;0,785873878
AT1G04743;0,999964783;0,785183797
AT4G22610;0,999964783;0,784958746
AT1G60350;0,999964783;0,784958746
AT2G33847;0,999964783;0,784616282
AT1G08997;0,999964783;0,784505264
AT5G04085;0,999964783;0,784230191
AT2G37950;0,999964783;0,784226471
AT1G67130;0,999964783;0,784226471
AT5G47960;0,999964783;0,784018336
AT2G08580;0,999964783;0,784018336
AT1G09197;0,999964783;0,784018336
AT1G07297;0,999964783;0,783532853
AT1G48470;0,999964783;0,782979129
AT4G23720;0,999964783;0,782521586
AT1G04973;0,999964783;0,782521586
AT4G35200;0,999964783;0,78222409
AT1G13230;0,999964783;0,78222409
AT1G69500;0,999964783;0,78222409
AT5G04465;0,999964783;0,782157803
AT1G07843;0,999964783;0,782157803
AT1G09343;0,999964783;0,782157803
AT1G07347;0,999964783;0,782105117
AT5G47920;0,999964783;0,781931858
AT4G21120;0,999964783;0,781931858
AT1G33960;0,999964783;0,781931858
AT1G37150;0,999964783;0,781931858
AT1G30100;0,999964783;0,781931858
AT3G59070;0,999964783;0,781931858
AT5G64790;0,999964783;0,781931858
AT1G24480;0,999964783;0,781931858
AT1G36922;0,999964783;0,781931858
AT1G60913;0,999964783;0,781931858
AT5G54330;0,709621814;0,781931858
AT4G15417;0,999964783;0,781436141
AT4G34332;0,999964783;0,781436141
AT2G04066;0,999964783;0,781436141
AT1G06013;0,999964783;0,781436141
AT2G44570;0,999964783;0,781433055
AT2G08350;0,999964783;0,781433055
AT5G66815;0,999964783;0,779965539
AT1G20990;0,999964783;0,779830163
AT1G28650;0,999964783;0,779830163
AT1G07583;0,999964783;0,779778091
AT1G57480;0,999964783;0,779739856
AT2G07435;0,999964783;0,779522706
AT1G08953;0,999964783;0,778816267
AT1G01480;0,999964783;0,778411986
AT1G04957;0,999964783;0,778411986
AT1G50050;0,999964783;0,778411986
AT1G50760;0,999964783;0,778411986
AT4G04990;0,999964783;0,777268126
AT1G06343;0,999964783;0,777268126
AT1G08897;0,999964783;0,777268126
AT3G22910;0,999964783;0,776610464
AT1G70390;0,999964783;0,776610464
AT1G04887;0,999964783;0,776610464
AT1G07667;0,999964783;0,776610464
AT1G32950;0,999964783;0,776610464
AT1G02067;0,999964783;0,776353026
AT5G66710;0,999964783;0,776274593
AT1G28940;0,999964783;0,776274593
AT1G50820;0,999964783;0,776274593
AT1G66290;0,999964783;0,776274593
AT4G06320;0,999964783;0,775421451
AT1G65510;0,999964783;0,775421451
AT5G51000;0,803025282;0,775421451
AT5G54030;0,999964783;0,775058193
AT1G29620;0,999964783;0,775058193
AT1G61732;0,999964783;0,774870608
AT5G03985;0,999964783;0,774595322
AT2G13105;0,999964783;0,774595322
AT3G10815;0,999964783;0,774560146
AT1G31485;0,999964783;0,774231427
AT1G66030;0,999964783;0,774231427
AT3G05385;0,999964783;0,773431362
AT3G14380;0,999964783;0,773254237
AT2G45420;0,999964783;0,773094509
AT1G12170;0,999964783;0,772984704
AT4G09770;0,999964783;0,772519569
AT1G07357;0,999964783;0,772456073
AT1G32000;0,999964783;0,772015551
AT5G54067;0,714192194;0,772015551
AT1G73510;0,999964783;0,77170296
AT1G69430;0,999964783;0,770808306
AT1G03390;0,999964783;0,770808306
AT1G21722;0,999964783;0,770417867
AT3G11385;0,999964783;0,769993456
AT5G34871;0,999964783;0,769993456
AT3G61400;0,999964783;0,769993456
AT1G01725;0,999964783;0,769216508
AT1G08307;0,999964783;0,769216508
AT1G20735;0,999964783;0,769216508
AT1G70220;0,999964783;0,769216508
AT5G46960;0,92301288;0,769216508
AT1G25340;0,999964783;0,768995708
AT5G52605;0,760309643;0,768995708
AT3G20865;0,999964783;0,768909951
AT1G58525;0,999964783;0,768518503
AT5G41761;0,999964783;0,768311093
AT1G73603;0,999964783;0,768311093
AT4G33450;0,999964783;0,768258028
AT5G41763;0,999964783;0,767523222
AT1G26140;0,999964783;0,767523222
AT5G05395;0,999964783;0,767523222
AT1G26360;0,999964783;0,767523222
AT1G53541;0,999964783;0,767523222
AT1G60986;0,999964783;0,767523222
AT1G62915;0,999964783;0,767523222
AT2G03130;0,999964783;0,767523222
AT2G03567;0,999964783;0,767523222
AT5G57735;0,632950773;0,767523222
AT1G03200;0,999964783;0,767489549
AT1G77530;0,999964783;0,767489549
AT2G39240;0,999964783;0,767489549
AT1G74400;0,999964783;0,767489549
AT4G00305;0,999964783;0,767489549
AT1G19620;0,999964783;0,767489549
AT3G59270;0,999964783;0,767489549
AT1G77138;0,999964783;0,767489549
AT5G60130;0,999964783;0,767489549
AT5G48390;0,999964783;0,767489549
AT4G35295;0,999964783;0,767489549
AT5G10340;0,999964783;0,767489549
AT1G19115;0,999964783;0,767489549
AT1G05143;0,999964783;0,767489549
AT1G05793;0,999964783;0,767489549
AT1G06873;0,999964783;0,767489549
AT1G07193;0,999964783;0,767489549
AT1G07263;0,999964783;0,767489549
AT1G07540;0,999964783;0,767489549
AT1G07627;0,999964783;0,767489549
AT1G07973;0,999964783;0,767489549
AT1G08623;0,999964783;0,767489549
AT1G09007;0,999964783;0,767489549
AT1G09947;0,999964783;0,767489549
AT1G34042;0,999964783;0,767489549
AT1G72290;0,999964783;0,767489549
AT1G70475;0,999964783;0,767391635
ATCG01030;0,999964783;0,766936258
ATMG01260;0,999964783;0,766936258
AT4G31380;0,999964783;0,766936258
AT1G02580;0,999964783;0,766936258
AT1G09033;0,999964783;0,766936258
AT5G61890;0,476549777;0,766857914
AT5G64900;0,999964783;0,766160382
AT5G44063;0,999964783;0,766160382
AT5G20670;0,999964783;0,766160382
AT2G36295;0,999964783;0,766160382
AT3G24310;0,999964783;0,766160382
AT5G52160;0,765965863;0,766160382
AT5G64530;0,999964783;0,766036796
AT3G48850;0,999964783;0,765748224
AT3G28540;0,999964783;0,765226688
AT3G04510;0,999964783;0,765226688
AT5G05340;0,999964783;0,765226688
AT5G47300;0,913808138;0,765226688
AT1G04003;0,999964783;0,764752849
AT1G07437;0,999964783;0,764752849
AT1G32430;0,999964783;0,764752849
AT5G46610;0,937784453;0,764752849
AT1G62240;0,999964783;0,764633247
AT5G18180;0,999964783;0,764593425
AT1G43760;0,999964783;0,764593425
AT1G43005;0,999964783;0,764098917
AT2G46210;0,999964783;0,762877891
AT4G05845;0,999964783;0,762877891
AT1G08413;0,999964783;0,762877891
AT1G33910;0,999964783;0,762877891
AT1G50530;0,999964783;0,762877891
AT1G76530;0,999964783;0,762545992
AT1G08883;0,999964783;0,762545992
AT1G11610;0,999964783;0,762545992
AT1G75790;0,999964783;0,762465799
AT3G51190;0,999964783;0,762004591
AT1G07453;0,999964783;0,761233557
AT1G25330;0,999964783;0,761233557
AT5G44286;0,974609038;0,761233557
ATCG00990;0,107929331;0,761233557
AT5G46025;0,940361205;0,760971245
AT1G60983;0,999964783;0,760758028
AT5G22660;0,999964783;0,760610257
AT4G02140;0,999964783;0,760610257
AT4G32500;0,999964783;0,760610257
AT1G51030;0,999964783;0,760610257
AT5G53640;0,736390145;0,760610257
AT1G50325;0,999964783;0,760342017
AT4G02780;0,999964783;0,759612187
AT4G28530;0,999964783;0,759612187
AT4G27360;0,999964783;0,759612187
AT1G54940;0,999964783;0,759612187
AT3G22700;0,999964783;0,759612187
AT1G04013;0,999964783;0,759612187
AT1G61950;0,999964783;0,759612187
AT2G09585;0,999964783;0,759612187
AT2G27410;0,999964783;0,759612187
AT3G19230;0,999964783;0,75953616
AT5G35480;0,999964783;0,75953616
AT2G24681;0,999964783;0,75953616
AT3G56220;0,999964783;0,75953616
AT4G14103;0,999964783;0,75953616
AT5G52340;0,999964783;0,75953616
AT1G52415;0,999964783;0,75953616
AT2G26750;0,999964783;0,75953616
AT1G02570;0,999964783;0,75953616
AT1G04623;0,999964783;0,75953616
AT1G09613;0,999964783;0,75953616
AT1G19394;0,999964783;0,75953616
AT1G34792;0,999964783;0,75953616
AT1G54720;0,999964783;0,75953616
AT1G61475;0,999964783;0,75953616
AT5G53040;0,753073226;0,75953616
AT1G08950;0,999964783;0,759152938
AT1G25460;0,999964783;0,759039775
AT1G69795;0,999964783;0,759039775
AT1G05567;0,999964783;0,759020959
AT5G60215;0,55770934;0,759020959
AT4G39500;0,999964783;0,758670536
AT3G45130;0,999964783;0,758670536
AT1G08437;0,999964783;0,758670536
AT2G19960;0,999964783;0,758670536
AT5G52620;0,758872235;0,758670536
AT1G17820;0,999964783;0,758558119
AT2G29370;0,999964783;0,758314844
AT2G42820;0,999964783;0,758314844
AT4G35480;0,999964783;0,758314844
AT2G05180;0,999964783;0,758314844
AT5G55020;0,999964783;0,758314844
AT4G22080;0,999964783;0,758314844
AT1G10070;0,999964783;0,758314844
AT1G18835;0,999964783;0,758314844
AT1G09157;0,999964783;0,758314844
AT1G06863;0,999964783;0,758314844
AT1G06943;0,999964783;0,758314844
AT1G07023;0,999964783;0,758314844
AT1G13805;0,999964783;0,758314844
AT1G30800;0,999964783;0,758314844
AT1G52680;0,999964783;0,758314844
AT1G56920;0,999964783;0,758314844
AT1G59800;0,999964783;0,758314844
AT1G64105;0,999964783;0,758314844
AT2G07575;0,999964783;0,758314844
AT2G09445;0,999964783;0,758314844
AT5G55045;0,705860266;0,758314844
AT1G33500;0,999964783;0,758256766
AT1G06097;0,999964783;0,758256766
AT1G05343;0,999964783;0,757739893
AT3G05245;0,999964783;0,757496667
AT1G08240;0,999964783;0,757496667
AT1G79170;0,999964783;0,757496667
AT1G11490;0,999964783;0,757338308
AT5G36260;0,999964783;0,757324221
AT4G36620;0,999964783;0,757324221
AT2G19150;0,999964783;0,757324221
AT2G17070;0,999964783;0,757324221
AT4G18650;0,999964783;0,757324221
AT2G22180;0,999964783;0,757324221
AT1G04470;0,999964783;0,757324221
AT1G07493;0,999964783;0,757324221
AT1G08813;0,999964783;0,757324221
AT1G09097;0,999964783;0,757324221
AT1G36925;0,999964783;0,757324221
AT1G43630;0,999964783;0,757324221
AT1G76910;0,999964783;0,757324221
AT2G04815;0,999964783;0,757324221
AT1G13150;0,999964783;0,756498135
AT1G26976;0,999964783;0,756498135
AT5G65610;0,999964783;0,756495644
AT1G06497;0,999964783;0,755579052
AT1G51260;0,999964783;0,755555684
AT4G06410;0,999964783;0,754967088
AT5G04000;0,999964783;0,754967088
AT1G09443;0,999964783;0,754967088
AT1G11640;0,999964783;0,754967088
AT2G08940;0,999964783;0,754967088
AT2G13960;0,999964783;0,754816099
AT1G05183;0,999964783;0,754816099
AT1G57440;0,999964783;0,754816099
AT5G52710;0,758872235;0,754816099
AT4G10910;0,999964783;0,754584484
AT1G21202;0,999964783;0,753230697
AT1G31390;0,999964783;0,753230697
AT1G61330;0,999964783;0,753230697
AT1G65640;0,999964783;0,753230697
AT2G01370;0,999964783;0,753230697
AT1G09837;0,999964783;0,752909785
AT5G23350;0,999964783;0,751779271
AT1G03570;0,999964783;0,751779271
AT1G43665;0,999964783;0,751765973
AT2G14810;0,999964783;0,751765973
AT4G19095;0,999964783;0,751691941
AT1G04367;0,999964783;0,751691941
AT1G72220;0,999964783;0,751633277
AT1G77992;0,999964783;0,751633277
AT1G07603;0,999964783;0,751618271
AT2G46130;0,999964783;0,750485828
AT1G67790;0,999964783;0,750485828
AT1G35215;0,999964783;0,750485828
AT5G49070;0,895836558;0,750285042
AT1G13500;0,999964783;0,750245652
AT1G36970;0,999964783;0,750245652
AT5G45745;0,940612794;0,750245652
AT1G28020;0,999964783;0,749613783
AT4G16600;0,999964783;0,749295977
AT2G14095;0,999964783;0,749167943
AT2G44480;0,999964783;0,748931327
AT2G02290;0,999964783;0,748931327
AT1G23690;0,999964783;0,74829559
AT2G06495;0,999964783;0,74829559
AT1G54355;0,999964783;0,74799524
AT1G15580;0,999964783;0,747472419
AT3G57640;0,999964783;0,747472419
AT3G25655;0,999964783;0,747472419
AT4G20160;0,999964783;0,747472419
AT1G08747;0,999964783;0,747472419
AT1G09803;0,999964783;0,747472419
AT2G25360;0,999964783;0,747472419
AT5G50565;0,84068663;0,747472419
AT2G34850;0,999964783;0,746732488
AT5G04610;0,999964783;0,746732488
AT3G44765;0,999964783;0,746732488
AT1G06020;0,999964783;0,746732488
AT5G01775;0,999964783;0,746641987
AT3G14950;0,999964783;0,746641987
AT1G08033;0,999964783;0,746641987
AT1G56085;0,999964783;0,746641987
AT5G14470;0,999964783;0,746259008
AT1G18830;0,999964783;0,746259008
AT1G34070;0,999964783;0,746259008
AT1G52343;0,999964783;0,746259008
AT1G67265;0,999964783;0,746259008
AT2G15830;0,999964783;0,746103015
AT1G02450;0,999964783;0,745322837
AT1G60580;0,999964783;0,745322837
AT5G42580;0,999964783;0,745226098
AT5G44420;0,999964783;0,745226098
AT1G49610;0,999964783;0,745226098
AT1G32250;0,999964783;0,745226098
AT1G57240;0,999964783;0,745226098
AT1G24735;0,999964783;0,743891177
AT3G09950;0,999964783;0,743891177
AT1G06187;0,999964783;0,743891177
AT2G31420;0,999964783;0,743891177
AT1G04523;0,999964783;0,743543592
AT2G08560;0,999964783;0,743543592
AT1G79780;0,999964783;0,743283282
AT1G08223;0,999964783;0,742488402
AT1G23520;0,999964783;0,742488402
AT1G09287;0,999964783;0,742372845
AT4G17860;0,999964783;0,74236995
AT5G58412;0,631836561;0,74236995
AT3G02800;0,999964783;0,741953693
AT4G22217;0,999964783;0,741953693
AT1G08047;0,999964783;0,741953693
AT5G59670;0,999964783;0,741931339
AT1G65165;0,999964783;0,741931339
AT1G03990;0,999964783;0,741578292
AT2G37925;0,999964783;0,741578292
AT1G73270;0,999964783;0,741352251
AT1G24270;0,999964783;0,741352251
AT1G24800;0,999964783;0,741352251
AT1G34290;0,999964783;0,741352251
ATMG01400;0,999964783;0,74100401
AT5G63270;0,999964783;0,74100401
AT1G09083;0,999964783;0,74100401
AT4G38290;0,999964783;0,74100401
AT1G05773;0,999964783;0,74100401
AT2G03850;0,999964783;0,741003327
AT2G18480;0,999964783;0,74092203
AT2G03020;0,999964783;0,74092203
AT3G01015;0,999964783;0,74092203
AT3G49055;0,999964783;0,74092203
AT1G05770;0,999964783;0,74092203
AT5G04150;0,999964783;0,74092203
AT1G01980;0,999964783;0,74092203
AT1G03890;0,999964783;0,74092203
AT1G05800;0,999964783;0,74092203
AT1G06407;0,999964783;0,74092203
AT1G08347;0,999964783;0,74092203
AT1G09297;0,999964783;0,74092203
AT1G20000;0,999964783;0,74092203
AT1G28770;0,999964783;0,74092203
AT1G32350;0,999964783;0,74092203
AT1G32650;0,999964783;0,74092203
AT1G51990;0,999964783;0,74092203
AT1G54590;0,999964783;0,74092203
AT1G66120;0,999964783;0,74092203
AT1G70040;0,999964783;0,74092203
AT2G01050;0,999964783;0,74092203
AT2G08425;0,999964783;0,74092203
AT1G59920;0,999964783;0,740529871
AT5G16770;0,999964783;0,740456983
AT5G44770;0,963443924;0,740456983
AT5G06385;0,999964783;0,739620076
AT1G04753;0,999964783;0,739620076
AT1G06837;0,999964783;0,739620076
AT1G72260;0,999964783;0,739522228
AT3G21780;0,999964783;0,739364131
AT5G59330;0,999964783;0,738940178
AT5G60010;0,565205841;0,73870755
AT5G15720;0,999964783;0,738464989
AT4G39795;0,999964783;0,738005961
AT1G08377;0,999964783;0,737859152
AT1G18520;0,999964783;0,737796215
AT1G45190;0,999964783;0,737603365
AT1G09817;0,999964783;0,736163246
AT3G28890;0,999964783;0,736018767
AT2G09455;0,999964783;0,736018767
AT1G05100;0,999964783;0,735860279
AT1G56880;0,999964783;0,735860279
AT1G11112;0,999964783;0,735798464
AT2G01790;0,999964783;0,73483665
AT5G13830;0,999964783;0,734148199
AT4G02360;0,999964783;0,734148199
AT1G01270;0,999964783;0,734148199
AT1G05357;0,999964783;0,734148199
AT1G09473;0,999964783;0,734148199
AT2G04705;0,999964783;0,734148199
AT5G48190;0,913808138;0,734148199
AT1G70380;0,999964783;0,733937925
AT2G07623;0,999964783;0,733515523
AT1G63820;0,999964783;0,733199944
AT1G65130;0,999964783;0,733199944
AT1G68200;0,999964783;0,733199944
AT1G04087;0,999964783;0,733199944
AT1G04403;0,999964783;0,733199944
AT1G71470;0,999964783;0,733199944
AT5G56510;0,636484362;0,733199944
AT1G28720;0,999964783;0,73284523
AT1G35860;0,999964783;0,73284523
AT2G08680;0,999964783;0,73284523
AT3G61120;0,999964783;0,732115811
AT1G23270;0,999964783;0,731690678
AT1G13890;0,999964783;0,731362313
AT3G09795;0,999964783;0,731238375
